ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.5371,-1.3457,10.4412,-0.4156,-0.6316,9.7775,-8.82,-2.94,-50.16,81.73,-6.57,9.51,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,10,2017-04-02 18:02:10:005
-0.3883,-1.3591,9.905,-0.0514,-0.0752,9.8062,-10.62,-0.12,-49.98,74.78,-6.76,8.32,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,110,2017-04-02 18:02:10:105
-0.156,-1.0995,9.0677,0.1249,0.0134,9.8058,-13.02,0.18,-49.62,71.24,-6.54,3.97,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,209,2017-04-02 18:02:10:204
0.0826,-0.1575,9.5023,-0.1615,0.1562,9.8041,-14.16,-0.12,-49.32,71.37,-7.21,4.48,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,309,2017-04-02 18:02:10:304
-0.4705,0.0199,10.7592,0.0893,0.0884,9.8058,-14.04,-0.12,-49.26,73.34,-6.88,5.86,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,410,2017-04-02 18:02:10:405
1.0243,0.464,9.4003,0.2098,0.0133,9.8044,-12.6,0.24,-49.62,63.82,-11.16,6.92,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,510,2017-04-02 18:02:10:505
0.6479,0.2696,8.9071,0.6343,-0.1671,9.7847,-11.7,-1.56,-49.86,59.62,-12.77,5.43,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,610,2017-04-02 18:02:10:605
-0.281,-0.1451,10.639,0.0179,0.0261,9.8066,-13.14,-3.96,-49.56,54.26,-16.06,0.91,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,710,2017-04-02 18:02:10:705
-0.3157,0.9309,9.451,0.1382,0.1499,9.8045,-14.82,-5.22,-49.2,57.63,-17.2,1.36,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,810,2017-04-02 18:02:10:805
0.844,1.209,9.9727,0.0272,0.2873,9.8024,-15.0,-6.54,-48.96,62.01,-19.39,3.1,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,910,2017-04-02 18:02:10:905
-0.2925,0.0793,9.7994,0.0939,0.1968,9.8042,-14.82,-7.8,-48.96,62.95,-20.65,4.0,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1010,2017-04-02 18:02:11:005
0.0182,0.5722,10.2879,0.1513,0.1787,9.8039,-13.5,-9.42,-48.9,62.34,-22.28,5.29,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1110,2017-04-02 18:02:11:105
-0.3281,0.505,9.8753,-0.0098,0.0472,9.8065,-11.88,-10.2,-48.9,59.95,-23.88,6.35,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1211,2017-04-02 18:02:11:206
-0.0761,0.0315,10.2517,-0.0128,-0.021,9.8066,-11.16,-10.8,-49.02,61.38,-23.97,6.9,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1311,2017-04-02 18:02:11:306
0.3137,0.5295,10.1079,0.181,0.1151,9.8043,-10.8,-11.16,-48.96,61.48,-23.77,6.68,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1410,2017-04-02 18:02:11:405
0.0579,0.1871,9.7591,0.0857,0.022,9.8063,-11.16,-11.76,-48.96,59.6,-25.98,7.03,42.322384,-83.47919,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1510,2017-04-02 18:02:11:505
0.3771,-0.0544,9.6157,0.2754,0.071,9.8025,-11.52,-13.56,-49.02,58.82,-27.14,6.66,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1611,2017-04-02 18:02:11:606
-0.4523,0.1633,9.8848,0.0976,-0.0396,9.8061,-11.88,-15.18,-48.84,57.45,-29.61,5.29,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1710,2017-04-02 18:02:11:705
-0.0442,0.2184,9.7305,0.0643,0.0791,9.8061,-12.12,-15.96,-48.42,57.95,-30.4,5.32,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1810,2017-04-02 18:02:11:805
0.0559,0.2967,9.0533,-0.0565,0.0733,9.8062,-12.3,-16.5,-48.0,57.83,-31.16,5.54,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,1910,2017-04-02 18:02:11:905
-0.2464,0.7451,10.5955,0.1178,0.1888,9.8041,-11.82,-17.4,-47.64,59.87,-32.24,6.91,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2009,2017-04-02 18:02:12:004
-1.4629,0.7151,10.7023,-0.0895,-0.0715,9.806,-10.62,-17.52,-47.7,61.26,-32.05,7.2,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2110,2017-04-02 18:02:12:105
-0.033,-0.051,10.5944,0.1916,-0.0288,9.8047,-10.56,-17.52,-48.0,59.2,-32.28,6.24,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2210,2017-04-02 18:02:12:205
-0.0154,-0.307,10.0628,0.0735,-0.1404,9.8054,-11.4,-17.64,-47.76,56.32,-32.4,4.74,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2310,2017-04-02 18:02:12:305
0.3299,-0.453,9.4347,0.1586,-0.336,9.7996,-12.48,-17.7,-47.46,54.11,-32.29,2.41,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2410,2017-04-02 18:02:12:405
0.0417,-0.015,9.8426,0.0504,-0.0479,9.8064,-16.26,-16.98,-46.98,53.32,-31.12,-2.9,42.322388,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2511,2017-04-02 18:02:12:506
0.0446,0.1479,9.9501,0.0549,0.0064,9.8065,-18.66,-16.44,-46.38,51.57,-31.71,-3.94,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2611,2017-04-02 18:02:12:606
-0.0902,0.1767,9.4707,0.0128,-0.0714,9.8064,-19.26,-17.22,-46.32,54.78,-31.86,-4.87,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2710,2017-04-02 18:02:12:705
0.5592,0.8279,10.3161,-0.0599,-0.0314,9.8064,-19.38,-17.34,-46.26,57.92,-30.92,-4.29,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2810,2017-04-02 18:02:12:805
-0.3017,0.6168,10.2593,-0.0876,-0.0595,9.8061,-19.38,-15.84,-45.84,57.96,-29.93,-4.25,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,2910,2017-04-02 18:02:12:905
0.4142,0.6841,9.5643,0.2988,0.0857,9.8017,-19.92,-15.24,-45.78,53.9,-31.05,-4.9,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3010,2017-04-02 18:02:13:005
0.2741,-0.1508,9.4693,-0.0083,-0.1257,9.8058,-21.18,-16.08,-45.96,53.96,-30.95,-7.01,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3110,2017-04-02 18:02:13:105
0.5155,-0.032,10.0158,-0.1811,-0.1622,9.8036,-23.52,-16.56,-45.96,60.16,-29.52,-8.26,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3209,2017-04-02 18:02:13:204
1.2634,0.7573,9.5962,-0.0757,0.0157,9.8063,-23.16,-13.02,-45.72,55.11,-27.79,-8.26,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3310,2017-04-02 18:02:13:305
1.4819,0.3768,9.0734,0.0153,0.0653,9.8064,-22.8,-11.76,-45.72,53.02,-28.08,-7.96,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3410,2017-04-02 18:02:13:405
0.752,0.7032,9.1954,0.1335,0.7872,9.7741,-21.36,-11.76,-47.1,49.27,-31.51,-4.19,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3510,2017-04-02 18:02:13:505
-0.2282,0.9097,9.6805,-0.0292,0.7374,9.7788,-14.04,-11.94,-48.12,46.74,-35.61,2.28,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3610,2017-04-02 18:02:13:605
-3.8434,1.1613,10.6336,-0.1453,-0.0366,9.8055,-2.04,-15.18,-48.72,36.43,-47.61,18.58,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3710,2017-04-02 18:02:13:705
-3.3177,0.9556,1.8148,-0.0466,-0.5522,9.791,6.42,-19.08,-47.1,37.47,-37.61,19.6,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3810,2017-04-02 18:02:13:805
2.685,-4.6717,5.2488,0.8632,-1.203,9.6942,10.44,-13.26,-47.94,1.94,-28.74,12.34,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,3910,2017-04-02 18:02:13:905
-2.5451,0.1851,13.5949,-1.7612,-2.7883,9.2355,11.82,-2.88,-49.32,52.47,-11.66,24.29,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4010,2017-04-02 18:02:14:005
-4.1162,2.915,9.6491,-1.3713,0.6023,9.6916,25.74,7.02,-41.4,52.08,-8.41,40.41,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4110,2017-04-02 18:02:14:105
-4.1657,1.572,16.2755,-3.3655,-1.5708,9.0761,39.9,14.88,-25.56,48.73,13.77,61.42,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4210,2017-04-02 18:02:14:205
2.3889,-2.4643,15.0611,-0.2249,2.2021,9.5535,35.4,30.3,-7.56,131.22,32.21,71.99,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4310,2017-04-02 18:02:14:305
1.4941,4.9452,7.8825,-1.1992,0.8428,9.6965,28.32,39.6,4.74,1.16,42.41,90.18,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4410,2017-04-02 18:02:14:405
-0.0382,0.8133,3.5869,-0.4769,0.9729,9.7466,23.76,40.32,16.98,332.68,27.14,101.08,42.322384,-83.479195,545.16,685.9405407407924,0.0,9.677419,,18 / 21,4512,2017-04-02 18:02:14:507
0.5717,0.6756,8.6713,0.51,1.1794,9.7221,30.54,33.24,20.46,331.28,14.95,100.33,42.322384,-83.479195,548.39,685.9405407407924,0.0,9.677419,,18 / 21,4610,2017-04-02 18:02:14:605
1.9676,2.768,11.8648,0.0922,0.6387,9.7854,41.04,25.14,16.68,317.77,5.84,87.37,42.322384,-83.479195,548.39,685.9405407407924,0.0,9.677419,,18 / 21,4710,2017-04-02 18:02:14:705
-1.6329,-6.0818,10.5158,0.5768,0.219,9.7872,46.68,22.98,7.74,324.67,0.97,81.77,42.322384,-83.479195,548.39,685.9405407407924,0.0,9.677419,,18 / 21,4810,2017-04-02 18:02:14:805
1.9841,-1.0834,16.0284,0.0774,-0.6889,9.7821,47.28,21.42,0.12,306.12,11.73,70.29,42.322384,-83.479195,548.39,685.9405407407924,0.0,9.677419,,18 / 21,4910,2017-04-02 18:02:14:905
1.4278,-2.9947,5.8388,0.7355,-1.0117,9.7265,46.56,26.52,-0.72,313.65,22.2,79.17,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5010,2017-04-02 18:02:15:005
-1.9666,-1.8559,13.1158,1.1404,-1.8466,9.5634,39.36,34.86,10.86,283.88,34.99,83.06,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5110,2017-04-02 18:02:15:105
-8.66,1.3282,16.0677,-0.4785,-0.4765,9.5945,32.1,38.52,21.6,279.76,44.31,108.12,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5223,2017-04-02 18:02:15:218
-1.2672,9.1578,10.5051,0.6746,1.4457,9.676,25.8,33.3,34.26,307.87,28.05,114.39,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5314,2017-04-02 18:02:15:309
-2.7562,-4.6892,10.0189,-1.0094,1.3404,9.662,31.14,27.48,33.0,299.02,16.99,99.11,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5413,2017-04-02 18:02:15:408
0.0487,0.2617,0.7906,-2.6401,1.3669,9.3451,39.12,25.92,26.58,307.08,12.03,100.72,42.322384,-83.479195,548.39,685.7055515672068,0.0,9.677419,,18 / 21,5510,2017-04-02 18:02:15:505
7.8318,-0.2746,8.8115,1.2908,0.0356,9.7212,44.7,17.94,23.1,329.14,-7.9,100.25,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,5610,2017-04-02 18:02:15:605
-0.9014,-8.9899,9.0527,0.4418,0.4214,9.7876,48.9,19.02,9.12,300.57,3.79,79.17,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,5712,2017-04-02 18:02:15:707
-4.0835,-6.7014,13.7661,-0.2456,-0.5814,9.7863,47.04,25.62,-3.3,316.36,16.77,72.65,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,5810,2017-04-02 18:02:15:805
1.3262,0.8299,6.8617,-0.8081,-0.182,9.7716,41.64,32.88,-6.12,1.33,21.59,81.28,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,5910,2017-04-02 18:02:15:905
2.479,2.5953,6.941,0.1638,-0.4295,9.7959,38.34,37.8,3.96,350.72,27.39,92.04,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6027,2017-04-02 18:02:16:022
-1.1404,-1.4996,8.3539,1.7972,-1.4525,9.5305,34.86,41.28,9.72,318.68,35.81,87.61,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6110,2017-04-02 18:02:16:105
-3.552,0.0301,10.6977,4.0097,-1.3939,8.8402,19.62,51.54,8.34,288.31,57.42,81.51,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6210,2017-04-02 18:02:16:205
10.1097,2.9368,11.0072,2.8635,-0.2536,9.3758,-10.92,53.22,6.9,185.62,79.39,-123.79,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6310,2017-04-02 18:02:16:305
-2.5252,1.0323,5.5764,0.0891,0.7515,9.7774,-24.42,48.96,8.1,158.46,76.11,-98.68,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6411,2017-04-02 18:02:16:406
2.0625,-0.4107,2.9957,-0.3968,-0.6914,9.7742,-26.52,47.7,9.18,174.77,76.96,-105.33,42.322388,-83.479195,545.16,685.7055515672068,4.1,9.677419,16.6,18 / 21,6510,2017-04-02 18:02:16:505
3.065,4.7723,10.6603,0.9779,0.3876,9.75,-26.16,47.64,11.04,156.05,77.6,-96.25,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,6609,2017-04-02 18:02:16:604
-1.5128,-6.6539,9.8399,-0.3127,-0.7312,9.7743,-25.98,46.98,7.62,74.66,63.34,-56.06,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,6710,2017-04-02 18:02:16:705
-3.8578,3.1621,8.6385,-1.1532,1.0566,9.6811,-27.9,45.96,3.78,211.66,73.48,-112.43,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,6810,2017-04-02 18:02:16:805
0.5764,1.0379,1.7344,0.5174,0.411,9.7843,-21.48,46.92,16.92,247.33,75.45,-171.17,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,6910,2017-04-02 18:02:16:905
0.6017,1.8643,13.3414,-0.0157,0.3704,9.7996,-17.52,48.78,18.3,253.97,75.93,179.05,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7015,2017-04-02 18:02:17:010
-0.1088,7.3491,12.9321,0.8922,2.1702,9.5218,-16.38,51.24,14.76,289.51,77.24,143.88,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7110,2017-04-02 18:02:17:105
2.3272,-2.3721,17.2961,-0.1944,0.4846,9.7927,-6.48,53.82,9.96,343.66,61.47,84.3,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7211,2017-04-02 18:02:17:206
-1.0578,-1.4572,4.4442,0.1726,-0.2273,9.8025,3.72,55.26,4.68,345.17,66.21,60.86,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7310,2017-04-02 18:02:17:305
-0.0042,-0.7998,-0.373,0.1528,-1.4011,9.7048,1.08,55.32,3.84,344.74,70.23,57.13,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7410,2017-04-02 18:02:17:405
4.3444,1.4103,1.4507,1.3828,0.6174,9.689,-6.06,55.14,5.28,8.88,79.71,30.26,42.3224,-83.47918,545.16,685.7055515672068,4.5,9.677419,31.3,18 / 21,7510,2017-04-02 18:02:17:505
0.5963,-5.0098,4.2579,0.677,-0.3582,9.7767,-8.94,55.08,4.74,15.88,67.24,-4.75,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,7610,2017-04-02 18:02:17:605
-1.4853,-6.5218,8.9868,-0.3418,-4.1689,8.8698,-18.36,53.46,2.22,247.96,78.85,-131.7,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,7710,2017-04-02 18:02:17:705
1.5899,-0.2957,2.8478,0.4696,0.1058,9.7948,-18.42,50.16,14.58,272.5,76.26,-175.29,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,7810,2017-04-02 18:02:17:805
-0.8917,2.0043,8.0414,-0.3493,1.1128,9.737,-14.52,50.64,17.22,282.38,78.28,145.89,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,7910,2017-04-02 18:02:17:905
-1.2373,7.2126,13.0093,0.4488,1.1816,9.7248,-11.28,51.72,13.62,320.37,72.37,113.56,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8011,2017-04-02 18:02:18:006
1.5868,-4.0566,18.0573,-0.2028,0.0329,9.8045,-5.58,52.56,11.82,338.35,62.45,87.16,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8110,2017-04-02 18:02:18:105
-2.4037,-0.441,6.4558,0.3337,0.0583,9.8008,4.92,55.08,7.44,337.72,66.02,70.67,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8210,2017-04-02 18:02:18:205
-1.1047,-2.8482,-0.4646,0.1579,-0.771,9.775,4.08,55.38,5.16,338.97,67.02,65.07,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8310,2017-04-02 18:02:18:305
3.3167,2.8363,20.0646,0.8422,0.1961,9.7684,-0.42,55.5,6.3,331.64,80.18,77.39,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8410,2017-04-02 18:02:18:405
0.9852,9.5289,23.1178,1.252,1.1395,9.6594,-4.02,54.24,9.18,359.89,74.06,16.98,42.32241,-83.47917,545.16,685.7055515672068,5.15,9.677419,29.6,18 / 21,8511,2017-04-02 18:02:18:506
3.3706,-7.2811,12.418,0.985,-2.5717,9.412,-8.4,53.76,2.22,24.31,68.81,-27.19,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,8610,2017-04-02 18:02:18:605
-1.7961,1.5135,4.3866,-0.6316,0.9637,9.7387,-21.12,50.76,9.9,216.74,78.98,-137.07,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,8710,2017-04-02 18:02:18:705
0.3783,1.7877,2.1606,-0.3136,0.4145,9.7928,-20.46,47.64,16.74,227.64,80.78,-165.04,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,8810,2017-04-02 18:02:18:805
6.4577,10.5743,15.8503,-0.5346,1.8791,9.6101,-12.6,49.86,15.42,320.82,66.04,119.54,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,8925,2017-04-02 18:02:18:920
6.4577,10.5743,15.8503,-0.5346,1.8791,9.6101,-12.6,49.86,15.42,320.82,66.04,119.54,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9211,2017-04-02 18:02:19:206
6.4577,10.5743,15.8503,-0.5346,1.8791,9.6101,-12.6,49.86,15.42,320.82,66.04,119.54,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9211,2017-04-02 18:02:19:206
6.4577,10.5743,15.8503,-0.5346,1.8791,9.6101,-12.6,49.86,15.42,320.82,66.04,119.54,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9212,2017-04-02 18:02:19:207
1.8772,-1.2354,0.8036,3.0193,-1.8459,9.1458,-4.02,50.04,4.14,319.81,66.04,119.54,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9310,2017-04-02 18:02:19:305
9.2258,-6.2297,15.4805,1.3124,0.3758,9.7112,-7.56,49.86,2.1,28.01,75.72,3.71,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9410,2017-04-02 18:02:19:405
2.5538,-6.606,7.4215,0.2474,-0.3928,9.7956,-9.6,49.38,1.08,29.28,65.78,-29.57,42.322426,-83.47915,545.16,685.7055515672068,4.39,9.677419,31.8,18 / 21,9510,2017-04-02 18:02:19:505
-3.1862,-2.4502,7.6194,-2.3741,-1.789,9.3452,-19.02,47.34,-1.38,75.63,71.42,-47.32,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,9610,2017-04-02 18:02:19:605
0.3636,1.3059,1.7209,0.2016,-0.036,9.8045,-15.0,46.5,12.6,274.05,77.68,165.99,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,9710,2017-04-02 18:02:19:705
-0.1455,4.2899,13.4392,-0.1585,0.8275,9.7704,-10.56,47.1,15.78,255.83,80.03,163.22,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,9811,2017-04-02 18:02:19:806
-4.7345,-1.9772,16.0965,-0.343,0.6407,9.7797,-10.5,48.9,12.12,335.23,69.0,91.56,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,9911,2017-04-02 18:02:19:906
2.9741,-7.2944,15.9587,0.3159,-1.1121,9.7382,-6.24,50.22,8.76,338.65,64.66,99.98,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10010,2017-04-02 18:02:20:005
-1.4104,0.5176,5.1296,1.8724,-0.19,9.6244,-2.4,50.58,7.74,333.01,75.8,93.92,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10110,2017-04-02 18:02:20:105
0.8164,-1.2534,0.1787,0.017,-0.0744,9.8063,-8.1,50.46,2.1,14.01,78.11,44.62,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10212,2017-04-02 18:02:20:207
6.8543,-0.2017,12.6852,0.746,-0.18,9.7766,-9.18,50.46,0.12,18.56,82.42,58.08,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10311,2017-04-02 18:02:20:306
-0.5848,-4.4477,4.7287,2.7364,-2.0312,9.1954,-10.56,50.52,2.64,29.28,80.86,28.68,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10411,2017-04-02 18:02:20:406
-1.7138,-5.0567,9.9346,-1.3266,0.7891,9.6844,-19.74,47.7,-0.9,181.75,77.19,-87.92,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10510,2017-04-02 18:02:20:505
-4.08,2.6166,7.2029,-2.1116,1.5973,9.4424,-21.84,46.92,0.36,181.75,77.19,-87.92,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10644,2017-04-02 18:02:20:639
-2.8699,2.8654,3.7938,-0.0258,0.4239,9.7974,-22.5,46.32,3.42,273.57,76.79,-162.4,42.322437,-83.47913,545.16,685.7055515672068,5.4,9.677419,26.1,18 / 21,10716,2017-04-02 18:02:20:711
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10900,2017-04-02 18:02:20:895
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10901,2017-04-02 18:02:20:896
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10901,2017-04-02 18:02:20:896
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10902,2017-04-02 18:02:20:897
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10903,2017-04-02 18:02:20:898
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10903,2017-04-02 18:02:20:898
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10904,2017-04-02 18:02:20:899
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10905,2017-04-02 18:02:20:900
3.8545,6.1335,8.9653,3.0358,3.1258,8.7854,-11.88,47.94,11.58,273.57,76.79,-162.4,42.322453,-83.47912,545.16,685.7055515672068,6.62,9.677419,36.3,18 / 21,10905,2017-04-02 18:02:20:900
-3.8217,5.0652,12.1254,0.3697,0.47,9.7884,-12.96,48.06,12.18,339.96,67.86,86.64,42.322464,-83.4791,545.16,685.7055515672068,6.3,9.677419,30.6,18 / 21,10996,2017-04-02 18:02:20:991
