ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.1065,-1.0987,8.0121,2.6569,-1.0379,9.3827,15.12,7.68,-48.66,340.92,-12.25,14.49,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,18,2017-04-02 17:49:56:674
0.5108,0.0429,8.6965,-0.3986,0.1857,9.7968,8.04,15.84,-48.66,341.7,0.48,3.31,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,117,2017-04-02 17:49:56:773
-1.5432,5.3513,6.3563,-0.6058,0.9484,9.7419,9.0,17.46,-48.72,356.93,-2.81,6.86,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,218,2017-04-02 17:49:56:874
0.6923,0.1802,9.8561,-0.2959,0.2574,9.7988,15.0,12.54,-48.66,349.82,-12.93,12.18,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,317,2017-04-02 17:49:56:973
-0.461,2.636,8.584,0.5021,0.9979,9.7428,17.1,6.54,-48.6,350.08,-14.71,13.66,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,418,2017-04-02 17:49:57:074
0.195,-0.6036,10.4983,0.1134,-0.246,9.8029,13.98,1.32,-49.38,333.59,-22.11,4.85,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,518,2017-04-02 17:49:57:174
-0.869,-0.2138,9.8307,-0.0057,-0.2581,9.8033,9.54,1.44,-50.52,340.68,-18.22,5.78,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,617,2017-04-02 17:49:57:273
-1.034,0.9749,9.4692,0.0163,0.1519,9.8055,9.3,5.4,-50.88,350.4,-17.18,6.26,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,717,2017-04-02 17:49:57:373
-1.0512,-0.0566,11.4806,-0.2214,0.13,9.8033,9.42,6.6,-50.94,354.24,-18.14,7.47,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,817,2017-04-02 17:49:57:473
0.7748,-2.3911,12.5963,0.054,-0.1955,9.8046,9.48,6.24,-50.82,353.12,-19.1,6.99,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,923,2017-04-02 17:49:57:579
0.8636,-0.4739,8.9608,0.0103,0.0971,9.8062,8.7,5.76,-50.76,352.21,-18.48,6.66,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1018,2017-04-02 17:49:57:674
0.5357,0.3727,8.1704,0.0182,0.1433,9.8056,6.96,4.14,-51.3,352.19,-19.61,5.56,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1118,2017-04-02 17:49:57:774
0.3769,0.513,8.9692,0.0921,0.0593,9.806,6.48,3.06,-51.84,355.44,-20.71,4.72,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1218,2017-04-02 17:49:57:874
0.6784,0.362,10.3357,0.0342,-0.2157,9.8042,5.28,2.64,-51.9,354.48,-19.25,4.46,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1318,2017-04-02 17:49:57:974
-0.6181,1.0213,10.0954,-0.3707,-0.1737,9.7981,4.2,3.66,-51.78,6.24,-17.07,6.7,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1417,2017-04-02 17:49:58:073
0.1891,0.3256,10.3351,-0.084,0.0323,9.8062,4.56,5.82,-51.6,9.91,-14.97,9.19,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1517,2017-04-02 17:49:58:173
0.4698,-0.2972,11.5367,0.2883,0.1884,9.8006,7.68,8.22,-51.06,0.51,-16.59,9.14,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1618,2017-04-02 17:49:58:274
-0.3501,-1.0254,9.4294,-0.1433,0.0317,9.8056,7.74,7.92,-51.0,351.76,-17.73,5.16,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1717,2017-04-02 17:49:58:373
-0.4196,-0.4799,9.2943,0.0116,0.0062,9.8066,4.26,7.14,-51.42,1.03,-18.36,7.17,42.32249,-83.479965,558.06,684.6673730879385,0.0,9.677419,,17 / 21,1817,2017-04-02 17:49:58:473
-0.1051,-0.0691,8.9161,-0.0717,-0.0847,9.806,3.84,6.6,-51.36,5.68,-17.23,6.92,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,1919,2017-04-02 17:49:58:575
-0.5928,0.9224,8.8251,0.2993,-0.0165,9.8021,3.36,5.88,-51.48,6.76,-16.53,7.18,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2017,2017-04-02 17:49:58:673
-1.3434,0.4262,10.9631,-0.0708,0.026,9.8064,0.9,5.76,-51.84,7.55,-16.74,4.13,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2117,2017-04-02 17:49:58:773
-0.6989,-0.8269,13.5691,-0.0764,-0.0972,9.8059,-0.54,6.42,-51.48,15.81,-15.93,5.14,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2218,2017-04-02 17:49:58:874
1.2225,-2.8078,12.092,0.3483,-0.3041,9.7957,-0.72,7.5,-51.3,10.05,-14.11,2.89,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2317,2017-04-02 17:49:58:973
1.0487,-0.2926,8.2614,0.28,0.0748,9.8024,-4.62,6.96,-51.24,358.69,-18.4,-3.98,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2417,2017-04-02 17:49:59:073
-0.6345,1.418,5.9698,-0.1643,0.0754,9.805,-11.1,4.98,-50.58,14.3,-17.73,-6.4,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2517,2017-04-02 17:49:59:173
0.3153,0.7178,12.8017,-0.7416,0.387,9.7709,-12.42,5.16,-50.04,27.3,-18.79,-1.37,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2617,2017-04-02 17:49:59:273
0.9482,0.6824,12.8521,0.4354,0.4204,9.788,-10.62,2.4,-50.46,18.23,-22.25,-3.95,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2717,2017-04-02 17:49:59:373
0.3554,-0.1651,11.1162,-0.1645,0.4212,9.7962,-11.04,-1.5,-50.7,17.56,-27.57,-4.14,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2818,2017-04-02 17:49:59:474
0.0519,0.0245,7.7374,-0.6078,0.0645,9.7876,-11.64,-2.64,-50.76,20.45,-26.27,-4.59,42.322495,-83.479965,558.06,684.6673730879385,2.45,9.677419,305.9,17 / 21,2918,2017-04-02 17:49:59:574
-0.3265,-0.4432,7.5084,-0.7318,0.0208,9.7793,-11.04,-2.88,-50.88,30.22,-24.82,-0.12,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3017,2017-04-02 17:49:59:673
-1.9193,0.0308,7.6066,-1.7582,-0.9024,9.6055,-3.24,3.42,-51.84,29.15,-15.14,6.74,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3117,2017-04-02 17:49:59:773
3.1836,-5.2528,13.9872,0.3221,-0.1488,9.8002,-2.22,6.84,-51.54,14.25,-15.76,3.36,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3217,2017-04-02 17:49:59:873
2.7456,-1.9392,9.6636,0.0251,0.1317,9.8057,-2.76,9.48,-51.72,14.45,-14.45,2.84,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3318,2017-04-02 17:49:59:974
-0.3769,-0.436,7.7747,-1.3394,0.6813,9.6908,3.24,10.02,-51.66,32.45,-13.27,13.96,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3417,2017-04-02 17:50:00:073
1.4813,-1.2322,5.631,-0.5297,0.1396,9.7913,19.32,10.08,-47.28,32.4,-9.65,35.13,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3517,2017-04-02 17:50:00:173
-4.7832,1.8266,13.6836,-3.7345,-0.3687,9.0602,32.58,17.1,-35.52,23.01,-1.91,44.5,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3618,2017-04-02 17:50:00:274
-0.0446,3.443,15.1994,-0.8791,1.1644,9.6975,38.88,27.72,-20.34,18.77,7.16,72.85,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3718,2017-04-02 17:50:00:374
-2.4926,-4.4102,16.6044,-0.0134,-0.1357,9.8057,41.22,30.12,-15.12,359.96,2.92,69.88,42.32251,-83.479965,554.84,684.6673730879385,3.71,9.677419,347.3,17 / 21,3818,2017-04-02 17:50:00:474
-2.1895,-1.1863,11.9326,-1.0791,0.3404,9.7411,43.8,27.18,-13.32,4.11,3.17,74.28,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,3918,2017-04-02 17:50:00:574
1.0338,0.5805,5.141,-0.3114,0.6783,9.7782,46.02,23.76,-7.26,6.33,-3.29,84.99,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4017,2017-04-02 17:50:00:673
-0.1926,0.2476,10.3143,-0.5933,-0.0379,9.7886,47.7,19.32,-1.68,359.92,-5.34,86.3,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4117,2017-04-02 17:50:00:773
-0.3108,-2.3347,8.439,-0.4967,-0.342,9.7881,48.84,17.88,2.64,0.12,-3.4,93.55,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4218,2017-04-02 17:50:00:874
-1.8668,-2.2529,13.0074,-0.6202,-0.2158,9.7846,47.58,21.66,4.98,12.21,3.33,100.36,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4317,2017-04-02 17:50:00:973
1.0911,0.1283,7.8925,-0.1625,0.2401,9.8023,44.58,25.02,7.92,17.44,2.77,109.09,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4418,2017-04-02 17:50:01:074
0.8531,0.913,6.2233,-0.7419,0.4647,9.7675,43.44,23.76,13.14,14.79,0.88,112.67,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4518,2017-04-02 17:50:01:174
0.6551,2.9459,8.1256,-0.0536,0.2262,9.8039,43.26,21.72,18.3,12.34,-3.13,119.31,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4617,2017-04-02 17:50:01:273
-0.4271,-3.0962,17.4654,-1.1053,0.2174,9.7417,42.12,21.0,21.84,16.25,-2.97,125.92,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4717,2017-04-02 17:50:01:373
0.6487,-3.4271,10.4059,0.2624,0.0064,9.8031,38.1,20.7,29.34,2.47,-3.53,125.94,42.322525,-83.47996,554.84,684.6673730879385,5.11,9.677419,351.2,17 / 21,4817,2017-04-02 17:50:01:473
1.897,-1.3576,4.8175,4.1193,1.6174,8.7513,38.88,19.56,28.98,352.23,-3.63,124.41,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,17 / 21,4918,2017-04-02 17:50:01:574
-2.7944,-1.1613,12.0304,3.4628,0.9776,9.1227,47.64,14.46,12.36,304.36,-1.05,78.07,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5018,2017-04-02 17:50:01:674
-1.2038,0.2262,12.3634,0.049,-0.6547,9.7846,50.4,14.94,2.34,302.81,5.16,77.23,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5118,2017-04-02 17:50:01:774
6.0918,-0.8675,12.1918,0.3552,-0.3645,9.7934,48.48,18.96,8.16,307.83,10.47,83.44,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5217,2017-04-02 17:50:01:873
3.1216,-5.0941,11.5218,1.0884,-0.3137,9.741,47.4,21.0,12.96,288.49,16.96,82.93,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5318,2017-04-02 17:50:01:974
-4.0651,-0.668,6.675,1.0503,-0.3235,9.8013,41.28,30.84,15.66,291.41,30.42,92.02,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5418,2017-04-02 17:50:02:074
2.3452,0.7599,9.7876,0.6613,-0.6934,9.7597,36.96,33.54,21.84,293.2,32.2,96.96,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5518,2017-04-02 17:50:02:174
-4.5568,4.3054,11.6222,0.0015,-0.7135,9.7806,35.46,32.76,26.28,273.97,37.93,104.94,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5618,2017-04-02 17:50:02:274
-0.2311,-4.3813,11.9239,-0.3418,1.0298,9.7464,37.2,26.28,28.5,285.0,29.13,100.2,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5718,2017-04-02 17:50:02:374
-1.3761,-2.1883,8.9062,-0.4062,1.039,9.743,41.94,20.82,25.74,281.27,20.38,85.36,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5817,2017-04-02 17:50:02:473
0.2871,3.7191,4.619,-0.5046,-0.2851,9.7895,49.14,14.76,13.26,291.32,8.71,81.32,42.32254,-83.47995,554.84,684.6673730879385,5.65,9.677419,354.8,16 / 21,5918,2017-04-02 17:50:02:574
1.3035,-1.5112,11.1698,0.2175,-0.0573,9.8041,49.08,13.92,13.74,299.94,7.03,90.37,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6018,2017-04-02 17:50:02:674
2.0519,-0.1231,19.6033,0.2181,0.2902,9.7999,44.28,25.02,14.7,287.97,17.8,85.38,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6117,2017-04-02 17:50:02:773
1.263,-1.6825,7.976,0.7928,-0.5578,9.7586,41.7,30.78,8.58,308.13,23.91,81.08,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6218,2017-04-02 17:50:02:874
0.0552,2.1781,4.0885,0.097,-0.3882,9.7985,37.68,34.44,9.42,326.07,27.62,90.77,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6317,2017-04-02 17:50:02:973
-1.8068,0.7248,8.6186,1.0332,0.4408,9.7421,32.64,37.98,13.02,304.49,36.21,79.61,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6417,2017-04-02 17:50:03:073
0.7996,2.8429,11.8921,0.8052,1.3323,9.6823,31.5,41.46,7.74,300.95,40.77,66.86,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6517,2017-04-02 17:50:03:173
-2.5774,-5.6769,15.7206,0.115,-0.2665,9.8023,30.12,43.8,-2.46,314.16,40.95,49.56,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6617,2017-04-02 17:50:03:273
0.1423,-1.3023,11.1046,-0.2593,-1.0969,9.7417,28.02,45.0,-6.0,323.79,44.07,57.45,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6717,2017-04-02 17:50:03:373
0.7395,-0.1403,0.7693,-1.0616,-0.444,9.7389,26.4,45.66,-2.52,336.58,44.03,66.58,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6817,2017-04-02 17:50:03:473
-0.8789,-2.5263,3.033,-0.5445,0.3178,9.7864,27.36,45.12,4.26,332.26,40.52,78.71,42.322556,-83.47995,551.61,684.6673730879385,4.5,9.677419,4.4,16 / 21,6919,2017-04-02 17:50:03:575
0.086,4.8452,15.067,1.4198,1.0105,9.6506,28.68,43.62,9.6,320.25,38.8,76.02,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7018,2017-04-02 17:50:03:674
2.5057,-1.0253,14.3082,-0.2286,-0.5433,9.7889,28.68,43.86,4.38,313.79,41.75,58.76,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7117,2017-04-02 17:50:03:773
0.8603,0.6537,5.2812,-0.7906,0.478,9.763,27.78,45.12,-0.54,320.23,42.9,63.16,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7217,2017-04-02 17:50:03:873
-0.1614,1.3785,5.7743,-0.1202,-0.0248,9.8059,30.18,42.36,1.14,325.53,35.13,66.51,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7318,2017-04-02 17:50:03:974
2.2874,3.5044,12.1783,0.6575,-0.2842,9.7804,33.24,40.32,1.14,320.62,35.37,66.47,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7418,2017-04-02 17:50:04:074
2.3903,-6.9085,9.9248,0.4287,0.1122,9.7966,31.38,41.46,1.92,306.74,42.55,61.01,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7517,2017-04-02 17:50:04:173
0.9697,-5.0102,16.2993,1.3237,-2.207,9.4629,27.12,45.24,2.46,305.08,47.74,54.35,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7618,2017-04-02 17:50:04:274
3.2284,2.588,7.2102,0.8093,1.1359,9.7069,21.6,47.22,6.3,265.88,65.62,68.79,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7724,2017-04-02 17:50:04:380
-1.9508,3.4148,4.3755,-0.0893,-0.2951,9.8018,10.92,50.16,10.8,321.1,69.32,39.01,42.32257,-83.47995,551.61,684.6673730879385,5.4,9.677419,355.3,16 / 21,7820,2017-04-02 17:50:04:476
-1.0167,6.4458,17.1307,-1.0089,0.3477,9.7484,4.02,52.38,7.74,338.48,66.47,52.68,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,7918,2017-04-02 17:50:04:574
-0.0991,-3.1275,12.0161,-0.9413,-0.5475,9.746,4.92,51.12,8.94,343.94,54.62,73.64,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8017,2017-04-02 17:50:04:673
-1.8265,-0.3067,5.6481,1.3182,0.6846,9.6935,11.22,48.9,11.46,322.9,60.24,69.53,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8118,2017-04-02 17:50:04:774
0.6351,-3.7131,3.7569,0.3089,-0.7365,9.7741,10.08,49.74,8.28,328.5,60.37,42.1,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8217,2017-04-02 17:50:04:873
5.2884,10.1259,18.5692,1.3525,0.5081,9.6996,0.78,52.5,3.54,342.91,75.23,14.81,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8318,2017-04-02 17:50:04:974
3.6064,-8.4034,1.7577,2.1305,0.8254,9.5368,-14.46,51.72,6.42,31.47,57.46,-52.95,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8418,2017-04-02 17:50:05:074
-1.0139,-3.5962,10.1022,-0.006,-1.9471,9.6114,-24.78,48.0,6.3,38.99,57.46,-52.95,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8518,2017-04-02 17:50:05:174
1.8398,1.2439,5.8693,-0.6675,0.8746,9.7447,-27.3,46.74,5.82,98.26,68.38,-63.12,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8618,2017-04-02 17:50:05:274
-2.1653,0.5325,4.4967,-0.61,-0.6965,9.7628,-23.7,48.3,2.82,120.17,75.18,-64.88,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8718,2017-04-02 17:50:05:374
3.2065,5.5075,17.2542,-0.4468,1.5976,9.6653,-22.02,49.02,6.72,179.38,81.16,-99.9,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8818,2017-04-02 17:50:05:474
-3.3414,1.3968,12.4411,-0.484,1.8572,9.617,-17.7,49.32,12.06,275.16,87.42,157.16,42.32259,-83.47995,551.61,684.6673730879385,6.12,9.677419,353.5,16 / 21,8923,2017-04-02 17:50:05:579
3.0345,0.3455,8.8349,0.3711,-2.1185,9.5679,-4.08,50.7,14.76,317.39,75.34,111.63,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9017,2017-04-02 17:50:05:673
1.6289,-2.3182,1.2564,0.074,-0.1085,9.8058,-6.84,48.66,18.06,121.58,82.39,-117.3,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9118,2017-04-02 17:50:05:774
3.0178,0.4354,6.4514,0.3204,-0.4156,9.7926,-11.82,47.82,17.58,144.79,79.51,-127.71,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9218,2017-04-02 17:50:05:874
7.7264,-8.1648,22.03,1.3659,0.9144,9.6679,-12.06,49.74,12.36,50.98,66.89,-74.28,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9317,2017-04-02 17:50:05:973
5.4213,-4.8558,11.3712,0.5896,-0.7527,9.7599,-16.98,49.74,6.72,30.86,57.81,-84.83,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9417,2017-04-02 17:50:06:073
0.3062,2.513,4.5218,-0.2087,0.7654,9.7745,-19.8,46.56,13.8,166.28,69.77,-121.21,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9518,2017-04-02 17:50:06:174
-0.7953,1.4757,2.2544,-0.3463,0.5297,9.7862,-13.44,47.16,16.8,149.92,78.95,-117.34,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9618,2017-04-02 17:50:06:274
-2.267,12.2586,14.363,-1.6239,1.0217,9.6171,-10.74,49.62,13.38,177.11,84.55,-139.15,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9718,2017-04-02 17:50:06:374
-1.7851,-2.8494,12.3142,-0.4878,-0.063,9.7943,-7.2,50.1,14.22,329.54,66.62,95.91,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9817,2017-04-02 17:50:06:473
1.8119,2.3572,7.9898,-0.2433,-1.1436,9.7367,0.12,50.22,15.0,308.63,71.13,110.32,42.322605,-83.47996,551.61,684.6673730879385,5.54,9.677419,355.9,16 / 21,9918,2017-04-02 17:50:06:574
-0.8261,-1.9569,1.5871,0.3785,0.041,9.7992,1.14,50.04,15.96,291.08,81.87,82.25,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10017,2017-04-02 17:50:06:673
5.7522,3.819,9.3137,1.071,-1.2171,9.6717,-2.4,50.76,12.84,145.33,86.21,-145.02,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10117,2017-04-02 17:50:06:773
1.0363,1.1277,20.5732,0.5836,0.363,9.7825,-3.78,51.24,11.52,28.85,76.1,-42.87,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10219,2017-04-02 17:50:06:875
6.6986,-3.3446,3.7347,1.6668,-0.2015,9.6619,-9.48,51.3,8.58,27.72,66.46,-58.73,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10318,2017-04-02 17:50:06:974
0.22,2.001,5.1616,-0.3524,0.6259,9.7803,-20.52,48.24,11.46,182.41,70.51,-118.29,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10417,2017-04-02 17:50:07:073
-0.676,0.6479,3.5906,-0.5289,1.061,9.7347,-16.38,46.92,19.08,174.77,77.89,-131.91,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10518,2017-04-02 17:50:07:174
-0.8135,19.5348,17.893,-1.8658,1.2903,9.5406,-10.2,48.54,18.3,298.09,75.06,122.3,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10617,2017-04-02 17:50:07:273
-0.5172,-2.6249,15.2998,-0.4844,0.339,9.7888,-5.58,49.44,17.76,317.87,66.19,104.64,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10718,2017-04-02 17:50:07:374
5.1058,-0.9306,10.6431,0.8544,-1.9383,9.5751,4.44,49.08,18.78,263.46,74.43,129.17,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10818,2017-04-02 17:50:07:474
-1.1985,-1.6897,3.0333,0.1704,0.073,9.8049,3.54,48.72,20.1,255.41,82.82,110.41,42.32262,-83.47996,551.61,684.6673730879385,5.51,9.677419,356.0,16 / 21,10920,2017-04-02 17:50:07:576
2.9552,1.4497,4.5189,1.0901,-0.9927,9.6952,-2.04,50.7,17.46,221.78,85.36,146.48,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11017,2017-04-02 17:50:07:673
6.9897,20.3458,-3.2779,0.5282,1.3403,9.7002,-4.86,50.16,15.9,59.18,79.58,-69.37,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11117,2017-04-02 17:50:07:773
4.3997,-3.2322,2.8364,1.6969,-0.3368,9.6528,-11.4,50.46,9.42,38.68,66.86,-64.11,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11217,2017-04-02 17:50:07:873
-1.2246,3.0698,6.1777,0.7967,-1.7906,9.6088,-20.28,48.66,9.6,220.45,67.21,-120.05,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11319,2017-04-02 17:50:07:975
2.9887,0.5695,4.5084,0.2348,1.0254,9.7501,-16.32,46.92,17.7,223.51,74.97,-147.05,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11418,2017-04-02 17:50:08:074
-2.4331,6.281,13.7697,-1.1975,1.3608,9.6376,-7.26,49.26,19.32,272.44,77.11,141.31,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11518,2017-04-02 17:50:08:174
-4.5394,1.6794,14.7774,-0.7008,0.5643,9.7653,-5.82,49.68,18.6,315.48,71.31,95.86,42.32264,-83.479965,551.61,684.6673730879385,6.55,9.677419,357.6,16 / 21,11617,2017-04-02 17:50:08:273
