ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.3125,-9.2605,6.0687,-0.066,-5.0718,8.393,-13.44,47.94,12.96,279.17,68.88,-151.23,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19296,2017-04-02 17:50:15:952
2.2328,1.1869,4.3848,0.8336,1.1189,9.7069,-4.26,45.0,25.5,179.04,72.07,-158.84,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19397,2017-04-02 17:50:16:053
-6.2022,4.2938,15.2813,-1.0147,0.4248,9.7447,-4.38,44.76,24.78,116.81,77.38,-130.78,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19499,2017-04-02 17:50:16:155
-4.9775,-6.0514,19.9134,-0.6975,0.141,9.7808,-7.62,45.96,22.68,322.82,82.11,65.14,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19597,2017-04-02 17:50:16:253
4.8257,-7.4196,10.5516,1.3593,-1.1134,9.6479,-5.4,46.5,22.08,282.32,82.63,105.65,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19697,2017-04-02 17:50:16:353
-1.354,-3.2511,5.4412,0.3929,0.8649,9.7605,-1.38,46.2,23.52,99.16,81.72,-113.8,42.32285,-83.479996,551.61,684.0371972339624,5.15,9.677419,336.3,17 / 21,19797,2017-04-02 17:50:16:453
2.9902,-2.8656,1.138,0.4129,-0.3846,9.7904,-3.84,47.58,22.02,76.14,77.29,-93.49,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,19897,2017-04-02 17:50:16:553
-0.0611,8.1391,6.5948,-0.0295,0.6826,9.7828,-4.5,49.44,17.82,62.26,70.13,-105.22,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,19997,2017-04-02 17:50:16:653
2.366,0.0728,11.2083,0.0042,1.6592,9.6653,-5.22,49.8,13.86,39.35,63.34,-81.12,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20097,2017-04-02 17:50:16:753
6.3625,-5.1545,10.6445,1.2825,-0.9402,9.6768,-9.6,50.28,6.36,16.69,63.35,-102.12,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20197,2017-04-02 17:50:16:853
-2.9139,-0.8164,5.9155,-0.4628,-0.7549,9.7666,-4.86,46.8,19.38,51.9,68.08,-133.86,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20296,2017-04-02 17:50:16:952
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20400,2017-04-02 17:50:17:056
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20584,2017-04-02 17:50:17:240
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20585,2017-04-02 17:50:17:241
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20586,2017-04-02 17:50:17:242
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20586,2017-04-02 17:50:17:242
-2.8132,-0.2011,10.3917,-0.0558,-0.0995,9.806,-1.32,45.18,24.78,115.22,78.33,-132.96,42.32286,-83.48001,551.61,684.0371972339624,4.68,9.677419,318.6,17 / 21,20634,2017-04-02 17:50:17:290
2.9407,2.8029,24.793,-0.6135,1.0865,9.7269,-4.44,48.06,17.22,36.92,60.53,-78.17,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,20728,2017-04-02 17:50:17:384
7.0462,-6.175,8.6932,0.7034,-1.064,9.7233,-9.18,48.54,5.28,23.69,52.76,-65.43,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,20828,2017-04-02 17:50:17:484
5.5822,1.0292,7.2595,2.1088,-2.454,9.2575,-9.78,47.58,7.14,345.97,68.55,-132.39,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,20928,2017-04-02 17:50:17:584
-1.765,3.4284,2.9379,-0.3252,0.7449,9.7729,-0.54,44.7,22.62,97.36,70.97,-147.79,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21029,2017-04-02 17:50:17:685
-3.0629,-1.4819,12.8413,-0.1678,-0.2004,9.8032,-0.78,43.68,25.44,111.43,73.68,-138.42,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21129,2017-04-02 17:50:17:785
-9.1871,-0.6438,12.0277,-0.4931,1.0027,9.7428,-3.42,43.8,25.44,159.27,85.24,-155.59,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21228,2017-04-02 17:50:17:884
3.3053,-6.2589,14.2826,-0.0436,-1.4931,9.6922,-1.98,44.58,23.88,309.85,82.71,64.98,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21329,2017-04-02 17:50:17:985
0.4338,-0.1502,7.5352,0.4014,0.7241,9.7716,4.5,46.38,23.28,103.04,79.23,-138.75,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21428,2017-04-02 17:50:18:084
-0.0999,-3.5163,3.7398,0.0207,0.2804,9.8026,1.32,46.56,23.82,68.92,75.5,-102.61,42.32287,-83.48003,551.61,684.0371972339624,5.33,9.677419,310.0,17 / 21,21529,2017-04-02 17:50:18:185
1.2874,2.2898,20.9132,1.3903,0.2708,9.7038,-2.7,49.8,17.16,65.11,74.73,-96.96,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,21628,2017-04-02 17:50:18:284
4.4968,-1.6311,10.5308,0.0607,0.7075,9.7809,-3.72,50.58,11.88,26.3,60.19,-70.35,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,21729,2017-04-02 17:50:18:385
1.7625,-8.1344,15.1087,1.2444,-2.2605,9.4611,-7.86,51.18,2.52,14.66,55.8,-72.28,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,21828,2017-04-02 17:50:18:484
-1.3093,-0.6199,3.0541,2.4604,-2.3877,9.1878,-2.76,49.44,14.52,52.67,69.42,-150.73,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,21928,2017-04-02 17:50:18:584
-3.1937,0.5505,2.932,-0.2486,0.2936,9.7991,3.3,47.16,22.92,101.13,73.8,-144.22,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22029,2017-04-02 17:50:18:685
-6.405,7.3584,12.759,-1.975,0.9255,9.561,1.38,46.56,23.88,115.86,77.63,-145.46,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22130,2017-04-02 17:50:18:786
-6.0912,-3.7224,14.7801,-1.512,0.3539,9.6829,0.3,46.74,23.4,304.63,89.49,53.81,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22231,2017-04-02 17:50:18:887
5.4266,-0.6442,9.0908,1.6256,-0.0273,9.6709,4.98,47.22,21.42,220.88,81.68,137.98,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22330,2017-04-02 17:50:18:986
0.7806,-3.4083,7.4694,0.1321,0.6884,9.7816,6.42,46.98,22.92,83.75,81.29,-115.81,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22533,2017-04-02 17:50:19:189
0.7806,-3.4083,7.4694,0.1321,0.6884,9.7816,6.42,46.98,22.92,83.75,81.29,-115.81,42.322876,-83.48004,551.61,684.0371972339624,5.33,9.677419,308.3,17 / 21,22535,2017-04-02 17:50:19:191
-0.2946,5.3403,16.2762,-0.3348,0.9184,9.7578,1.08,48.9,18.24,50.32,68.02,-106.21,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,22628,2017-04-02 17:50:19:284
6.6428,-6.3892,10.2403,1.1693,0.0395,9.7366,-4.26,50.76,2.04,13.23,59.12,-65.45,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,22729,2017-04-02 17:50:19:385
6.5274,-4.5566,6.1192,2.7369,-1.8756,9.2283,-5.46,50.82,4.38,358.01,66.72,-133.12,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,22829,2017-04-02 17:50:19:485
-0.496,-0.8603,4.8004,-1.2823,-0.3965,9.7143,3.42,47.94,20.94,55.37,67.84,-144.34,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,22929,2017-04-02 17:50:19:585
-6.9202,0.0889,15.3415,-1.1756,-0.6246,9.7159,4.38,46.2,23.82,139.76,81.17,-160.41,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23029,2017-04-02 17:50:19:685
-0.4313,-6.6978,17.6146,-1.7782,1.0401,9.5878,3.9,46.62,22.38,182.6,86.93,167.82,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23128,2017-04-02 17:50:19:784
5.1235,-6.5518,12.5859,0.7759,-1.5913,9.6455,8.64,46.98,20.7,210.32,84.18,132.67,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23229,2017-04-02 17:50:19:885
-0.0126,3.8795,11.221,1.5102,0.617,9.67,10.44,46.92,20.64,210.32,84.18,132.67,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23328,2017-04-02 17:50:19:984
2.9828,-2.1005,0.8598,1.1807,1.6476,9.5949,4.2,49.02,16.92,43.28,73.22,-89.79,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23430,2017-04-02 17:50:20:086
-6.992,5.2994,15.708,-0.1387,0.1844,9.8039,0.42,51.0,11.22,38.38,68.98,-104.17,42.322884,-83.48006,551.61,684.0371972339624,5.51,12.903226,295.6,17 / 21,23528,2017-04-02 17:50:20:184
4.2666,2.927,3.9389,-1.729,3.4721,9.007,-0.96,51.72,2.7,5.53,51.41,-67.53,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,23629,2017-04-02 17:50:20:285
3.8242,-5.6061,11.6436,1.3385,-0.7916,9.6826,-5.7,51.84,-3.0,352.1,57.56,-81.57,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,23728,2017-04-02 17:50:20:384
2.1895,-0.5726,6.9516,0.2164,-0.3952,9.7963,-1.86,50.94,7.8,16.2,66.4,-136.85,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,23828,2017-04-02 17:50:20:484
-0.8856,-0.8199,5.8271,-0.0296,0.0726,9.8063,6.42,46.86,21.66,70.75,74.34,-121.39,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,23928,2017-04-02 17:50:20:584
-9.9159,1.1972,15.0063,-1.7882,-0.3778,9.6348,3.96,46.5,21.54,126.34,87.21,-141.41,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24029,2017-04-02 17:50:20:685
1.8771,-2.9352,10.7805,-0.0875,-1.0901,9.7455,5.7,46.56,19.68,299.11,82.44,64.84,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24128,2017-04-02 17:50:20:784
3.4486,2.1379,7.8598,1.1813,0.303,9.7305,9.66,46.98,18.18,202.79,85.13,138.75,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24228,2017-04-02 17:50:20:884
3.0932,-2.1852,2.0538,0.7327,0.0978,9.7787,8.58,48.24,17.52,56.05,78.8,-105.03,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24330,2017-04-02 17:50:20:986
-7.2214,3.2142,15.9188,0.4308,0.9513,9.7509,3.9,50.94,13.08,47.96,70.93,-118.86,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24428,2017-04-02 17:50:21:084
-6.3717,9.2112,23.6154,-2.376,2.0366,9.2939,-0.78,51.6,8.82,30.84,64.91,-106.89,42.322887,-83.48008,551.61,684.0371972339624,5.8,9.677419,289.6,17 / 21,24529,2017-04-02 17:50:21:185
4.1313,-5.1623,13.0791,0.7757,-1.0172,9.7228,-5.46,51.66,-1.08,8.61,51.05,-70.36,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,24628,2017-04-02 17:50:21:284
7.3276,-6.3213,6.6549,1.5442,-0.1349,9.6834,-6.84,51.36,-1.5,346.32,64.07,-118.11,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,24728,2017-04-02 17:50:21:384
-1.6899,0.7545,3.9071,-1.0825,-0.1337,9.7458,5.52,49.14,16.08,44.28,70.26,-146.41,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,24828,2017-04-02 17:50:21:484
-2.1268,-0.8207,10.5968,0.1365,-0.0015,9.8057,8.76,47.4,19.32,70.4,73.98,-132.02,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,24929,2017-04-02 17:50:21:585
-2.0002,-7.2133,15.5313,-3.146,-1.5247,9.1623,7.5,47.88,19.86,79.57,76.3,-133.33,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25029,2017-04-02 17:50:21:685
7.1932,-2.919,14.0596,0.8249,0.1369,9.7709,11.4,47.88,18.36,190.54,81.85,141.52,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25129,2017-04-02 17:50:21:785
0.9591,-1.4258,7.328,0.7086,2.2325,9.5228,12.42,47.76,17.58,134.56,82.06,176.98,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25228,2017-04-02 17:50:21:884
2.66,1.4678,2.2357,0.589,0.0671,9.7887,4.74,50.82,11.4,34.1,73.16,-101.4,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25328,2017-04-02 17:50:21:984
-6.3565,2.0963,19.9386,-0.1116,-0.0292,9.8059,2.34,52.62,6.6,21.16,68.77,-109.54,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25429,2017-04-02 17:50:22:085
8.3402,1.9477,4.0488,0.6454,0.5329,9.7709,0.3,52.56,1.56,3.68,58.61,-65.54,42.32289,-83.480095,554.84,684.0371972339624,5.83,9.677419,288.2,17 / 21,25528,2017-04-02 17:50:22:184
6.3532,-3.9773,9.9653,1.5534,-0.0777,9.6825,-4.92,52.56,-5.4,343.28,64.43,-99.5,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,25630,2017-04-02 17:50:22:286
-2.1083,-1.4599,4.7924,-0.0438,-0.4957,9.794,3.54,51.06,11.16,12.46,68.47,-135.91,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,25729,2017-04-02 17:50:22:385
-1.2225,-2.0227,6.3028,-0.3065,-0.3787,9.7945,8.52,48.6,18.0,72.94,75.67,-135.36,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,25829,2017-04-02 17:50:22:485
-9.2879,6.1905,12.5295,-1.4126,0.8091,9.6706,7.98,48.36,19.44,126.82,85.37,-158.42,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,25930,2017-04-02 17:50:22:586
1.3515,-2.3015,8.9742,-0.1651,-0.8843,9.7653,9.3,48.18,19.14,298.88,79.49,60.04,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26029,2017-04-02 17:50:22:685
5.5455,-0.0312,8.4862,1.2701,0.5196,9.7101,14.28,47.04,17.4,191.01,85.42,131.42,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26128,2017-04-02 17:50:22:784
2.405,-1.997,2.8189,0.2181,0.2511,9.801,9.72,47.4,15.3,44.9,79.18,-97.18,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26229,2017-04-02 17:50:22:885
-5.0049,5.9779,12.4347,0.861,0.3427,9.7628,5.76,49.14,11.22,39.63,75.67,-100.52,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26329,2017-04-02 17:50:22:985
2.4223,6.7273,7.5785,-0.9709,1.3528,9.6642,2.64,51.72,5.22,8.22,61.96,-75.15,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26429,2017-04-02 17:50:23:085
6.7914,-5.1449,14.9328,0.786,-0.7553,9.7459,-1.2,51.9,-4.62,358.4,53.61,-58.44,42.322895,-83.48011,554.84,684.0371972339624,4.97,9.677419,283.2,17 / 21,26530,2017-04-02 17:50:23:186
3.9408,-4.0214,1.2299,4.1741,-3.6958,8.0677,2.34,51.48,0.72,7.49,70.75,-149.31,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,26628,2017-04-02 17:50:23:284
-2.9445,-0.2831,4.2357,-0.3308,0.0721,9.8008,10.44,49.38,14.52,52.3,71.39,-148.11,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,26729,2017-04-02 17:50:23:385
-6.2345,-3.3081,14.0314,-1.2057,-0.5285,9.7179,9.78,47.88,17.34,72.09,76.19,-136.64,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,26828,2017-04-02 17:50:23:484
2.8773,-5.9415,15.3269,-0.6717,-0.2783,9.7796,9.9,47.7,17.04,294.44,82.2,55.56,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,26928,2017-04-02 17:50:23:584
5.5323,-2.4774,14.6472,0.3515,0.0228,9.8003,12.6,47.34,16.08,219.27,83.73,110.89,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27028,2017-04-02 17:50:23:684
-0.0724,-1.7822,6.4306,-0.1509,0.4398,9.7956,14.04,47.52,15.12,52.28,79.44,-113.26,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27128,2017-04-02 17:50:23:784
3.051,-0.3801,0.9693,0.8232,-1.0E-4,9.772,10.62,49.32,12.06,41.12,77.53,-102.96,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27230,2017-04-02 17:50:23:886
-5.506,5.1856,9.6303,-1.5081,1.8427,9.5132,5.76,51.72,6.06,34.49,73.96,-116.19,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27329,2017-04-02 17:50:23:985
2.4431,1.0927,1.4177,0.5082,0.1992,9.7914,1.8,52.26,-0.72,356.47,55.91,-60.23,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27430,2017-04-02 17:50:24:086
7.5334,-7.18,13.6281,0.7383,-0.3611,9.7721,-1.86,52.02,-9.0,340.75,58.99,-72.3,42.322903,-83.480125,554.84,684.0371972339624,4.93,9.677419,273.1,17 / 21,27528,2017-04-02 17:50:24:184
-1.8182,-1.8115,3.747,0.0451,-0.1531,9.8053,5.7,50.88,7.74,7.79,72.28,-144.68,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,27628,2017-04-02 17:50:24:284
-1.1019,-1.2941,8.2376,-0.0044,-0.2062,9.8045,10.98,48.6,15.0,63.58,77.57,-130.45,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,27729,2017-04-02 17:50:24:385
-7.0923,4.4586,14.6371,-0.8931,-5.0E-4,9.7659,10.68,48.12,16.5,120.45,85.4,-164.9,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,27828,2017-04-02 17:50:24:484
3.9699,-2.0423,11.2483,-0.3981,-1.0292,9.7443,13.26,48.18,16.74,231.57,79.61,110.15,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,27928,2017-04-02 17:50:24:584
7.146,1.2643,9.4282,1.4793,1.121,9.6294,16.5,47.52,16.08,163.41,81.98,145.0,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,28028,2017-04-02 17:50:24:684
1.822,-2.6609,2.738,-0.3635,0.5361,9.7852,11.88,49.08,13.92,44.47,75.48,-109.67,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,28128,2017-04-02 17:50:24:784
1.4761,-1.2134,0.9296,0.3752,-0.1208,9.7987,9.6,50.1,11.94,33.11,74.77,-99.65,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,28229,2017-04-02 17:50:24:885
-3.5946,15.9412,12.1441,-1.9445,2.3667,9.316,3.3,52.02,3.06,3.48,62.27,-68.34,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,28328,2017-04-02 17:50:24:984
6.7506,-6.6492,14.4074,1.5529,-1.2974,9.5956,-2.1,51.42,-6.84,352.22,56.24,-72.37,42.3229,-83.48015,554.84,684.0371972339624,4.97,9.677419,265.0,17 / 21,28429,2017-04-02 17:50:25:085
5.9307,-2.3393,6.0746,3.321,-0.9729,9.1757,-3.24,51.42,-4.62,337.92,63.93,-90.81,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,28528,2017-04-02 17:50:25:184
-4.1393,0.1159,2.8359,-0.42,0.0571,9.7975,5.7,50.46,10.02,43.82,71.48,-148.37,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,28629,2017-04-02 17:50:25:285
-3.4317,-2.9838,13.3579,-0.1686,-0.323,9.7999,9.36,47.94,16.14,60.66,73.91,-134.85,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,28728,2017-04-02 17:50:25:384
0.1326,-5.6556,19.0975,-0.9436,-0.2322,9.7584,8.52,47.88,18.18,244.54,86.48,96.55,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,28829,2017-04-02 17:50:25:485
8.8632,-1.3446,13.182,1.8696,-0.4794,9.6148,11.46,47.82,17.76,242.93,80.44,105.85,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,28928,2017-04-02 17:50:25:584
-0.2807,-2.3021,7.4816,-0.2121,1.2264,9.7273,14.94,47.58,15.66,77.2,80.0,-142.24,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29029,2017-04-02 17:50:25:685
3.2474,-0.1839,0.9689,0.4224,0.0928,9.7971,8.7,50.1,10.38,36.57,76.26,-109.85,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29129,2017-04-02 17:50:25:785
-9.4543,-3.0742,18.8051,-0.4746,0.126,9.7943,4.32,52.08,4.02,17.63,68.26,-117.6,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29228,2017-04-02 17:50:25:884
0.1586,6.5308,10.5865,-2.6676,0.8579,9.3978,2.22,52.08,0.9,8.33,66.92,-96.9,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29328,2017-04-02 17:50:25:984
5.2656,-6.9681,13.9236,1.3321,-0.5211,9.7018,-1.92,51.66,-7.98,341.51,60.4,-87.03,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29429,2017-04-02 17:50:26:085
3.7873,-1.1697,5.5693,0.5762,-0.3733,9.7826,1.98,51.12,4.32,0.0,69.55,-133.61,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29529,2017-04-02 17:50:26:185
0.9922,-1.1264,4.1545,0.6624,-0.5045,9.7712,5.58,50.52,9.24,40.42,72.09,-146.3,42.322895,-83.48017,554.84,684.0371972339624,5.29,9.677419,264.7,17 / 21,29628,2017-04-02 17:50:26:284
-4.7295,-7.1245,14.5202,-1.2284,-1.4187,9.6254,9.96,48.0,16.38,102.8,83.06,-152.46,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,29729,2017-04-02 17:50:26:385
0.8538,-2.7178,10.1279,-0.523,-0.84,9.7566,10.62,46.98,17.52,271.77,84.84,70.17,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,29828,2017-04-02 17:50:26:484
7.826,0.4191,12.2125,1.8184,-0.2616,9.633,14.22,46.62,16.26,120.6,83.68,-174.08,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,29929,2017-04-02 17:50:26:585
1.76,-3.0809,5.0425,-0.2638,0.7188,9.7767,12.54,46.8,14.76,53.0,78.27,-118.32,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,30028,2017-04-02 17:50:26:684
2.4356,-1.7365,1.483,0.6235,-0.3934,9.7789,8.82,47.88,11.46,38.11,76.3,-99.93,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,30128,2017-04-02 17:50:26:784
-5.7245,2.9242,19.9457,-0.637,1.4037,9.6847,4.38,50.04,5.28,40.6,74.36,-120.18,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,30228,2017-04-02 17:50:26:884
7.3508,-2.3511,6.3805,0.9169,0.8618,9.7256,-0.54,50.82,-5.94,348.33,55.52,-74.84,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,30329,2017-04-02 17:50:26:985
7.3112,-2.3001,8.8635,2.6118,-0.4988,9.4393,-2.52,49.38,-5.64,336.17,62.82,-95.22,42.322895,-83.480194,551.61,684.0371972339624,5.44,9.677419,262.4,17 / 21,30428,2017-04-02 17:50:27:084
-0.8423,-1.8141,4.2715,0.1259,-0.4212,9.7968,6.6,48.18,8.46,40.51,72.88,-141.98,42.322906,-83.48022,554.84,684.0371972339624,5.72,9.677419,270.5,17 / 21,30529,2017-04-02 17:50:27:185
