sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.8191;-0.1571;12.8489;-0.1081;-0.323;9.8007;-0.1224;-1.5068;-3.8653;0.0479;-0.2009;0.0604;3097.0;-0.51;-37.68;-36.12;180.01;-24.29;-1.6;2.0;990.74;23.444;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;47611;2017-04-10 18:24:30:066
-2.192;0.3421;14.9929;-0.0529;0.0497;9.8064;-0.3671;-0.5998;2.6537;0.1179;0.2842;0.5624;3097.0;-0.84;-38.03;-35.59;180.62;-24.0;-1.94;2.0;990.74;23.444;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;47711;2017-04-10 18:24:30:166
0.3384;-0.5601;7.6853;-0.3012;-0.1578;9.8008;-0.1409;-0.6997;3.6375;0.2207;-0.1567;0.4729;3097.0;-1.86;-38.83;-34.86;181.01;-24.93;-3.87;2.0;990.74;23.444;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;47811;2017-04-10 18:24:30:266
1.4487;0.7035;6.4956;-0.352;0.189;9.7985;1.8453;0.1512;-1.4925;0.2207;-0.1567;0.4729;3097.0;-1.86;-38.83;-34.86;181.01;-24.93;-3.87;2.0;990.7;29.573;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;47911;2017-04-10 18:24:30:366
0.7161;-2.1395;6.1954;0.2647;0.2114;9.8008;1.1358;-0.2034;-3.4525;-0.3795;0.2911;0.0684;3097.0;-3.18;-38.89;-34.41;181.71;-23.84;-6.14;2.0;990.7;29.573;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;48011;2017-04-10 18:24:30:466
0.6428;-0.5076;10.5689;0.039;0.0292;9.8065;0.7368;-1.5629;-1.4264;0.0223;0.1807;0.1373;3130.0;-4.44;-38.49;-34.45;176.56;-22.55;-4.5;2.0;990.7;29.573;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;48111;2017-04-10 18:24:30:566
0.045;0.1705;12.3851;0.039;0.0292;9.8065;0.7368;-1.5629;-1.4264;-0.2978;0.172;-0.2643;3130.0;-5.45;-37.9;-34.85;173.7;-22.39;-4.24;2.0;990.7;29.573;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;48211;2017-04-10 18:24:30:666
-1.2577;4.0533;12.2505;0.138;0.4207;9.7967;-0.0093;0.075;2.89;-0.2981;-0.3014;-0.3714;3265.0;-5.45;-37.9;-34.85;173.7;-22.39;-4.24;2.0;990.74;21.208;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;10 / 18;48311;2017-04-10 18:24:30:766
-0.2157;0.5002;6.7946;0.1693;0.176;9.8036;-1.124;4.1722;7.3784;-0.3038;0.4228;-0.6105;3265.0;-5.86;-36.95;-35.75;169.12;-21.48;-3.07;2.0;990.71;21.208;42.317184;-83.23015;506.45;NaN;;4.72;12.903226;172.3;11 / 19;48411;2017-04-10 18:24:30:866
-0.1639;-1.3104;6.4194;0.4162;0.5052;9.7848;-1.2387;-0.3006;-3.0649;0.0215;-0.1799;-0.009;3265.0;-4.98;-36.36;-36.21;167.29;-19.01;0.05;2.0;990.71;21.208;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;48511;2017-04-10 18:24:30:966
0.4781;-1.9139;7.7665;0.0114;-0.1152;9.806;-0.0709;-1.5657;-3.2221;0.0215;-0.1799;-0.009;3265.0;-3.7;-35.8;-36.85;169.49;-19.68;-0.04;2.0;990.68;22.46;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;48612;2017-04-10 18:24:31:067
0.2855;-0.8324;11.5073;-0.0256;-0.1149;9.8059;-0.0111;-0.9245;1.1371;0.0738;-0.1885;-0.0503;3265.0;-3.7;-35.8;-36.85;169.49;-19.68;-0.04;2.0;990.68;22.46;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;48711;2017-04-10 18:24:31:166
-1.0384;-0.2817;13.2884;-0.0732;0.0939;9.8059;-0.4775;-0.4598;3.9067;-0.1067;0.1595;0.2643;3265.0;-2.44;-35.56;-37.15;175.11;-20.31;-0.33;2.0;990.7;22.46;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;48811;2017-04-10 18:24:31:266
-0.1768;0.3121;8.8889;-0.0732;0.0939;9.8059;-0.4775;-0.4598;3.9067;0.5257;-0.458;0.279;3265.0;-1.34;-35.56;-36.99;178.58;-19.73;-0.73;2.0;990.7;21.036;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;48911;2017-04-10 18:24:31:366
0.5803;0.7141;6.0029;-0.4459;-0.4307;9.787;1.3095;3.0351;3.0056;0.0339;-0.1721;-0.1008;3265.0;-1.84;-35.74;-36.72;180.98;-22.16;-3.61;2.0;990.71;21.036;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;49011;2017-04-10 18:24:31:466
0.3851;-2.2837;5.0949;-0.0465;-0.0882;9.8061;0.7156;0.7942;-3.8758;0.1163;0.0273;0.217;3130.0;-1.84;-35.74;-36.72;180.98;-22.16;-3.61;2.0;990.71;21.036;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;49111;2017-04-10 18:24:31:566
0.0988;-0.9096;10.8886;-0.2901;-0.1047;9.8018;1.4539;-2.1277;-3.0449;0.1163;0.0273;0.217;3130.0;-2.87;-36.15;-36.03;178.37;-22.68;-3.89;2.0;990.72;25.241;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;49211;2017-04-10 18:24:31:666
1.906;0.7067;12.3372;0.1763;0.1986;9.8031;0.5826;-0.3702;1.7085;-0.0631;-0.2087;0.0867;3085.0;-4.25;-36.54;-35.63;178.93;-23.23;-5.76;2.0;990.72;25.241;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;49311;2017-04-10 18:24:31:766
-0.3991;6.5737;19.2397;0.2268;0.4373;9.7943;-1.058;-0.061;2.594;-0.3647;-0.0901;-0.0448;3085.0;-5.34;-36.59;-35.63;173.99;-20.69;-4.29;2.0;990.73;25.241;42.317173;-83.23015;506.45;NaN;;4.72;12.903226;168.7;11 / 19;49412;2017-04-10 18:24:31:867
-2.1244;-1.7009;7.2451;0.2268;0.4373;9.7943;-1.058;-0.061;2.594;0.6707;0.4647;0.3097;3180.0;-5.34;-36.59;-35.63;173.99;-20.69;-4.29;2.0;990.73;25.241;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;49511;2017-04-10 18:24:31:966
0.6912;-0.4473;6.2968;0.1573;-0.1193;9.8047;-2.2517;-0.6002;-2.483;-0.2229;0.2247;-0.2504;3180.0;-5.29;-36.62;-35.74;172.29;-21.48;-3.38;2.0;990.73;28.064;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;49611;2017-04-10 18:24:32:066
0.0786;-2.3558;6.4012;0.205;-0.0085;9.8045;0.0722;-0.6378;-3.2631;0.1956;0.129;-0.1503;3221.0;-4.57;-36.53;-36.21;170.1;-21.68;-2.11;2.0;990.72;28.064;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;49712;2017-04-10 18:24:32:167
0.7551;-0.6077;10.6243;0.1772;-0.1067;9.8045;-0.1197;-1.3218;-0.8643;-0.1857;0.1899;-0.0614;3221.0;-3.27;-36.49;-36.34;173.29;-22.47;-1.13;2.0;990.72;28.064;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;49811;2017-04-10 18:24:32:266
-0.5779;-0.5168;13.0611;0.0944;0.1888;9.8044;0.2151;-0.2841;1.4343;-0.1857;0.1899;-0.0614;3221.0;-3.27;-36.49;-36.34;173.29;-22.47;-1.13;2.0;990.74;27.103;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;49911;2017-04-10 18:24:32:366
0.8385;0.4846;9.1429;-0.4277;-0.2042;9.7952;0.7853;2.9341;4.5127;-0.1131;-0.4274;0.043;3221.0;-2.41;-36.94;-36.42;175.3;-21.44;-0.4;2.0;990.74;27.103;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;50011;2017-04-10 18:24:32:466
0.5756;1.9439;8.4147;-0.1307;0.4827;9.7939;-0.0234;1.0303;-1.201;-0.5856;-0.5139;-0.05;3221.0;-2.67;-36.82;-36.66;177.35;-22.4;-3.2;2.0;990.72;27.103;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;50111;2017-04-10 18:24:32:566
-1.2334;-1.2762;6.0065;-0.1307;0.4827;9.7939;-0.0234;1.0303;-1.201;0.0431;-0.048;0.279;3221.0;-3.32;-36.48;-37.07;178.68;-19.55;-3.87;2.0;990.72;24.208;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;50211;2017-04-10 18:24:32:666
1.0428;-1.9406;9.2941;-0.0681;-0.0056;9.8064;-0.1515;-1.5776;-3.7646;-0.0673;-0.5056;0.026;3221.0;-3.32;-36.48;-37.07;178.68;-19.55;-3.87;2.0;990.73;24.208;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;50311;2017-04-10 18:24:32:766
1.9201;0.5146;12.6315;-0.2637;0.1267;9.8023;0.3703;-0.887;2.4914;-0.0794;0.3223;0.0242;3112.0;-4.27;-35.91;-37.56;179.07;-18.76;-5.48;2.0;990.73;24.208;42.31716;-83.23014;503.23;NaN;;4.72;12.903226;169.0;11 / 20;50412;2017-04-10 18:24:32:867
-0.4451;3.4214;17.1725;0.0925;0.2464;9.8031;0.5717;-0.0657;2.1766;-0.0794;0.3223;0.0242;3112.0;-4.96;-35.08;-38.04;175.47;-17.33;-4.89;2.0;990.75;39.492;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;50511;2017-04-10 18:24:32:966
-1.4896;0.5831;10.2509;0.1857;-0.2912;9.8006;-1.0868;2.4087;1.9238;0.4069;0.0963;-0.2781;3112.0;-4.86;-34.8;-38.39;173.3;-19.11;-3.89;2.0;990.74;39.492;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;50611;2017-04-10 18:24:33:066
0.5001;-0.645;6.1756;0.2247;-0.007;9.8041;0.2353;-0.5643;-3.615;-0.0068;0.2071;-0.2469;3112.0;-4.86;-34.8;-38.39;173.3;-19.11;-3.89;2.0;990.74;39.492;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;50711;2017-04-10 18:24:33:166
0.3351;-1.5107;7.4335;0.2247;-0.007;9.8041;0.2353;-0.5643;-3.615;0.121;-0.0093;-0.1008;3046.0;-4.18;-34.82;-38.5;173.49;-19.3;-2.51;2.0;990.71;39.492;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;50811;2017-04-10 18:24:33:266
0.5444;-1.4961;9.6348;0.152;-0.2438;9.8024;0.2951;-1.0926;-1.9699;0.1161;0.3367;0.0265;3046.0;-3.14;-35.11;-38.28;174.51;-20.81;-1.74;2.0;990.71;39.953;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;50911;2017-04-10 18:24:33:366
-0.4749;-0.8135;12.7142;0.2317;-0.0676;9.8037;0.2765;-1.1851;-0.3502;-0.2646;-0.1263;0.4296;2949.0;-2.08;-35.73;-37.8;174.84;-21.33;-0.33;2.0;990.76;39.953;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;51011;2017-04-10 18:24:33:466
0.6813;2.2265;11.5793;-0.3466;0.0068;9.8005;-0.5481;1.3144;4.1369;-0.2646;-0.1263;0.4296;2949.0;-2.08;-35.73;-37.8;174.84;-21.33;-0.33;2.0;990.76;39.953;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;51111;2017-04-10 18:24:33:566
0.1335;1.2966;9.459;-0.2566;0.1935;9.8014;-0.6027;-0.2247;-1.2327;0.1557;-0.1812;0.4865;2949.0;-1.9;-35.98;-37.38;178.9;-21.1;-2.49;2.0;990.73;38.314;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;51212;2017-04-10 18:24:33:667
0.6653;-0.7781;5.6719;0.0591;-0.1774;9.8049;0.6723;-0.7678;-4.1699;-0.0331;0.2893;0.1989;2949.0;-2.49;-36.07;-37.05;181.69;-19.93;-4.06;2.0;990.73;38.314;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;51311;2017-04-10 18:24:33:766
-0.5774;-2.0582;7.6162;-0.1552;-0.0218;9.8054;0.3925;-0.1428;0.5956;0.1209;-0.1347;0.2067;2949.0;-3.85;-36.22;-37.05;175.42;-20.95;-3.66;2.0;990.71;38.314;42.31715;-83.23014;503.23;NaN;;4.72;12.903226;164.7;12 / 19;51411;2017-04-10 18:24:33:866
0.3088;-0.2537;12.4723;-0.1552;-0.0218;9.8054;0.3925;-0.1428;0.5956;-0.1687;0.1657;0.0175;2949.0;-3.85;-36.22;-37.05;175.42;-20.95;-3.66;2.0;990.73;39.176;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;51511;2017-04-10 18:24:33:966
-2.2741;1.684;19.3967;-0.2196;0.1805;9.8025;0.9923;-0.463;2.6069;0.4651;0.2513;-0.2361;2949.0;-5.54;-36.16;-37.13;172.49;-19.8;-4.93;2.0;990.73;39.176;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;51611;2017-04-10 18:24:34:066
-2.6303;0.8507;9.6312;0.243;-0.6854;9.7796;-0.9223;3.0515;3.737;0.1535;0.1771;-0.3399;2949.0;-6.35;-36.39;-36.82;169.06;-23.95;-3.96;2.0;990.73;39.176;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;51712;2017-04-10 18:24:34:167
0.3676;0.4263;5.369;0.296;0.0867;9.8018;-0.2406;0.2645;-4.4097;0.1535;0.1771;-0.3399;2949.0;-6.49;-37.38;-36.13;166.19;-23.77;-2.0;2.0;990.73;37.939;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;51811;2017-04-10 18:24:34:266
-0.5598;-1.3834;6.3992;-0.0163;-0.1757;9.8051;-0.3801;-1.4622;-3.2094;0.0459;-0.072;0.2003;2949.0;-6.49;-37.38;-36.13;166.19;-23.77;-2.0;2.0;990.72;37.939;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;51911;2017-04-10 18:24:34:366
0.0279;-2.0065;9.4705;0.0388;0.1925;9.8047;-0.0637;-2.0538;-0.6443;-0.2825;-0.0379;-0.1068;2949.0;-6.08;-37.88;-35.54;166.9;-24.75;-2.37;2.0;990.72;37.939;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;52011;2017-04-10 18:24:34:466
-0.5716;0.032;15.3818;0.0388;0.1925;9.8047;-0.0637;-2.0538;-0.6443;-0.133;0.5057;0.1776;3069.0;-5.29;-38.23;-34.88;169.41;-23.7;-1.85;2.0;990.74;37.939;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;52111;2017-04-10 18:24:34:566
0.5906;4.962;16.7531;-0.1289;0.0937;9.8054;-0.3275;-1.123;4.2882;0.7925;-0.3131;0.3463;3069.0;-5.01;-38.26;-34.58;170.79;-23.02;-2.55;2.0;990.74;36.437;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;52211;2017-04-10 18:24:34:666
-1.1156;0.2947;7.9752;-0.3068;-0.3148;9.7968;-0.3097;0.3843;-1.7109;-0.0892;0.0768;-0.2515;3069.0;-5.01;-38.26;-34.58;170.79;-23.02;-2.55;2.0;990.74;36.437;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;52311;2017-04-10 18:24:34:766
1.0812;-0.2011;4.5729;0.1862;0.1146;9.8042;1.0474;-0.188;-4.8673;-0.0892;0.0768;-0.2515;3069.0;-5.25;-37.81;-34.52;174.14;-24.54;-4.82;2.0;990.74;36.437;42.317135;-83.23013;500.0;NaN;;4.75;12.903226;165.3;11 / 18;52411;2017-04-10 18:24:34:866
0.8417;-2.2531;6.3854;-0.1374;-0.0751;9.8054;0.9949;-1.5938;-0.9886;0.2544;-0.1686;0.2788;3069.0;-5.85;-37.47;-34.38;168.96;-23.98;-3.56;2.0;990.72;37.626;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;52510;2017-04-10 18:24:34:965
0.8333;-0.1429;12.0425;0.1839;0.2109;9.8027;0.677;-0.2159;2.1554;-0.2003;0.0937;-0.1764;3069.0;-6.54;-37.43;-34.42;164.57;-22.96;-2.16;2.0;990.75;37.626;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;52611;2017-04-10 18:24:35:066
-2.1645;1.5056;10.1213;0.1113;0.1382;9.805;-2.624;3.2321;7.0473;-0.7182;-0.2362;-0.0839;3069.0;-6.54;-37.43;-34.42;164.57;-22.96;-2.16;2.0;990.75;37.626;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;52711;2017-04-10 18:24:35:166
-0.245;-1.0239;6.272;0.1113;0.1382;9.805;-2.624;3.2321;7.0473;0.3941;0.293;0.1615;3218.0;-6.63;-37.22;-34.99;163.35;-22.36;-1.25;2.0;990.74;35.078;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;52811;2017-04-10 18:24:35:266
-0.1437;-1.4483;6.3388;0.2334;-0.0891;9.8035;-1.2602;-1.1703;-2.9504;-0.0661;-0.0312;-0.0892;3218.0;-6.17;-36.99;-35.21;163.43;-23.24;0.01;2.0;990.74;35.078;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;52911;2017-04-10 18:24:35:366
-0.0897;-0.8491;8.7869;0.0286;-0.0095;9.8066;-0.1115;-1.4974;-3.3933;0.1298;0.0408;-0.134;3218.0;-5.42;-37.02;-35.54;165.48;-23.34;0.17;2.0;990.74;35.078;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;53011;2017-04-10 18:24:35:466
0.3801;1.5736;14.6402;0.1233;-0.0281;9.8058;-0.0407;-0.8263;-1.2866;0.1298;0.0408;-0.134;3218.0;-5.42;-37.02;-35.54;165.48;-23.34;0.17;2.0;990.74;35.14;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;53111;2017-04-10 18:24:35:566
0.5316;5.3249;17.9604;-0.0958;0.2878;9.802;0.498;0.6102;4.5052;-0.3072;0.0146;0.1418;3218.0;-4.59;-36.88;-35.62;164.06;-23.68;0.89;2.0;990.76;35.14;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;53211;2017-04-10 18:24:35:666
-1.2703;0.3004;9.0739;-0.2143;-0.5341;9.7898;0.7017;2.1958;1.7477;0.5141;-0.1947;0.3053;3218.0;-4.12;-36.85;-35.51;167.84;-21.91;0.8;2.0;990.76;35.14;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;53311;2017-04-10 18:24:35:766
-0.1027;-0.8166;5.1157;-0.2143;-0.5341;9.7898;0.7017;2.1958;1.7477;0.2679;-0.1032;0.0276;3218.0;-4.55;-36.85;-35.33;167.44;-24.69;-1.27;2.0;990.72;35.14;42.31712;-83.230125;500.0;NaN;;4.86;12.903226;165.0;11 / 20;53411;2017-04-10 18:24:35:866
1.2534;-2.4676;6.2187;-0.2286;-0.3532;9.7976;0.6366;0.7295;-4.5577;0.196;0.2263;0.4409;3218.0;-4.55;-36.85;-35.33;167.44;-24.69;-1.27;2.0;990.74;36.389;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;53510;2017-04-10 18:24:35:965
0.6676;-0.8464;9.2424;-0.1482;-0.4332;9.796;0.0584;-1.4364;-3.936;-0.03;-0.1103;-0.0686;3024.0;-5.7;-37.23;-34.68;165.92;-26.96;-2.83;2.0;990.74;36.389;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;53612;2017-04-10 18:24:36:067
-0.6267;-0.4322;10.2112;-0.0065;0.2448;9.8036;0.8353;-0.9949;-0.4015;-0.03;-0.1103;-0.0686;3024.0;-6.96;-37.42;-34.3;163.47;-25.56;-2.49;2.0;990.73;36.389;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;53711;2017-04-10 18:24:36:166
-2.1056;1.7131;10.8076;-0.5534;0.5201;9.7772;-1.8732;1.3706;5.452;-0.9343;-0.3159;0.187;3024.0;-8.31;-36.92;-34.03;166.79;-21.71;-4.89;2.0;990.73;25.647;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;53811;2017-04-10 18:24:36:266
-0.4718;-0.6323;6.7824;0.3907;-0.1962;9.7969;-2.8972;-0.4632;-0.7739;0.5905;0.4044;0.3134;3099.0;-8.31;-36.92;-34.03;166.79;-21.71;-4.89;2.0;990.72;25.647;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;53911;2017-04-10 18:24:36:366
1.0424;-1.034;5.9121;0.3907;-0.1962;9.7969;-2.8972;-0.4632;-0.7739;-0.1014;0.2213;-0.3252;3099.0;-8.87;-36.66;-34.33;160.14;-23.33;-2.76;2.0;990.72;25.647;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;54011;2017-04-10 18:24:36:466
0.9708;-1.642;8.2498;0.0744;0.0315;9.8063;0.9401;-0.9474;-3.865;0.0619;-0.1604;-0.036;2932.0;-8.59;-35.85;-35.1;158.23;-23.31;-2.24;2.0;990.72;31.939;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;54111;2017-04-10 18:24:36:566
0.8497;-0.7549;10.9292;-0.0701;0.0235;9.8064;1.0852;-1.7934;-2.5872;-0.3455;-0.0761;0.1252;2932.0;-8.3;-35.14;-35.61;160.55;-23.03;-2.6;2.0;990.72;31.939;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;54211;2017-04-10 18:24:36:666
-1.1327;2.5996;15.2784;-0.4598;0.2858;9.7917;1.2778;-0.9275;1.6762;-0.6548;0.2428;0.0395;2879.0;-8.3;-35.14;-35.61;160.55;-23.03;-2.6;2.0;990.72;31.939;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;54311;2017-04-10 18:24:36:766
-0.6078;1.1691;8.848;0.0341;0.3088;9.8017;0.0343;3.1464;5.1955;-0.6548;0.2428;0.0395;2879.0;-8.08;-34.78;-36.3;165.89;-20.54;-4.71;2.0;990.72;22.678;42.31711;-83.230125;500.0;NaN;;4.82;12.903226;159.8;11 / 20;54412;2017-04-10 18:24:36:867
2.2352;0.6342;5.4399;0.4957;0.2994;9.7895;0.3898;0.3679;-3.1714;-0.019;0.2188;-0.0266;2991.0;-8.08;-33.9;-37.14;165.03;-18.84;-4.05;2.0;990.73;22.678;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;54511;2017-04-10 18:24:36:966
2.4569;-1.2521;5.2621;-0.0589;-0.3695;9.7995;2.0507;0.9969;-3.7447;0.2997;-0.0361;0.3156;2991.0;-7.66;-33.09;-38.06;158.97;-17.87;-0.63;2.0;990.69;22.678;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;54611;2017-04-10 18:24:37:066
0.0231;0.1575;9.1811;-0.0589;-0.3695;9.7995;2.0507;0.9969;-3.7447;-0.0664;-0.5084;0.2552;3048.0;-7.66;-33.09;-38.06;158.97;-17.87;-0.63;2.0;990.69;22.678;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;54711;2017-04-10 18:24:37:166
-0.3088;0.9193;13.5064;-0.4613;-0.2071;9.7936;1.0333;0.0909;-0.6955;-0.4272;0.173;0.146;3048.0;-8.09;-32.52;-38.66;164.16;-18.0;-3.73;2.0;990.71;21.446;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;54811;2017-04-10 18:24:37:266
-2.6458;4.6274;17.8706;0.0197;0.6541;9.7848;-0.6944;0.0888;4.1664;0.24;0.387;-0.2238;3048.0;-8.36;-31.79;-39.36;163.58;-14.35;-2.54;2.0;990.71;21.446;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;54911;2017-04-10 18:24:37:366
-2.8928;-1.5646;7.0155;0.335;-0.3815;9.7935;-4.087;1.8363;1.0895;0.24;0.387;-0.2238;3249.0;-8.3;-31.11;-39.72;158.23;-17.04;-1.24;2.0;990.73;21.446;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;55011;2017-04-10 18:24:37:466
-0.3379;-1.3754;5.6434;0.0979;-0.0948;9.8057;-0.5017;-1.0611;-3.825;0.0305;0.1507;-0.1059;3120.0;-8.3;-31.11;-39.72;158.23;-17.04;-1.24;2.0;990.73;20.13;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;55111;2017-04-10 18:24:37:566
0.728;-1.9448;5.5543;0.2721;-0.2134;9.8006;-0.2853;-1.6323;-3.8102;0.3536;0.1151;-0.1951;3120.0;-8.58;-30.88;-39.64;154.14;-17.77;-0.89;2.0;990.72;20.13;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;55211;2017-04-10 18:24:37:666
1.3501;-1.2207;9.0866;0.2721;-0.2134;9.8006;-0.2853;-1.6323;-3.8102;-0.1422;0.2565;-0.268;3120.0;-7.86;-31.09;-39.74;153.06;-19.58;0.05;2.0;990.72;20.13;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;55312;2017-04-10 18:24:37:767
-1.4364;1.1973;13.9661;-0.2349;0.3392;9.798;0.4449;-1.2023;0.0523;-0.5875;-0.108;-0.1659;3120.0;-6.81;-31.23;-39.68;159.09;-17.19;-0.29;2.0;990.72;22.278;42.317097;-83.23012;500.0;NaN;;4.82;12.903226;155.6;11 / 20;55411;2017-04-10 18:24:37:866
0.4721;1.1718;8.4799;0.0752;0.1453;9.8053;-2.4111;2.4466;7.1694;0.3645;-0.053;-0.0347;3203.0;-6.81;-31.23;-39.68;159.09;-17.19;-0.29;2.0;990.72;22.278;42.317085;-83.23011;496.77;NaN;;4.79;12.903226;152.5;11 / 19;55511;2017-04-10 18:24:37:966
