sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.0795;-0.0374;9.7782;-0.3753;0.1129;9.7988;0.9924;-0.444;-0.6723;-0.2708;-0.3074;-0.3074;3029.0;-2.35;-29.89;-44.37;155.42;-14.39;8.36;2.0;990.74;22.595;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;11;2017-04-10 18:23:42:466
0.7103;-0.6173;9.8142;-0.4919;0.1627;9.793;0.636;-0.5014;0.2921;-0.1472;-0.0795;-0.1114;3138.0;-2.35;-29.89;-44.37;155.42;-14.39;8.36;2.0;990.74;22.595;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;110;2017-04-10 18:23:42:565
1.4706;-0.8824;9.2952;-0.4919;0.1627;9.793;1.2488;-0.6849;0.0552;0.1351;-0.0667;-0.0166;3138.0;-7.2;-28.94;-45.15;148.22;-12.32;6.09;2.0;990.74;22.28;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;211;2017-04-10 18:23:42:666
-0.7216;-1.2275;11.9817;0.0467;-0.242;9.8036;1.5174;-0.3236;-0.3752;0.0424;-0.3468;-0.0401;3138.0;-7.2;-28.94;-45.15;148.22;-12.32;6.09;2.0;990.74;22.28;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;311;2017-04-10 18:23:42:766
-0.9737;-1.163;11.9759;-0.1307;-0.5096;9.7925;-0.2337;-0.1521;1.8112;0.0424;-0.3468;-0.0401;3071.0;-8.92;-29.1;-44.45;145.46;-14.44;3.8;2.0;990.74;22.28;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;411;2017-04-10 18:23:42:866
-1.5151;-1.0661;8.4079;-0.3298;-0.051;9.801;-2.824;0.2059;3.5834;-0.2016;-0.8092;-0.2467;3071.0;-10.45;-29.4;-43.95;147.29;-13.58;2.0;2.0;990.77;21.015;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;511;2017-04-10 18:23:42:966
-0.6179;-0.6239;7.9088;0.6185;0.0727;9.7869;-2.824;0.2059;3.5834;0.5378;0.4926;-0.2062;3071.0;-10.45;-29.4;-43.95;147.29;-13.58;2.0;2.0;990.77;21.015;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;611;2017-04-10 18:23:43:066
-0.3877;-1.4573;7.7589;0.119;0.7656;9.776;-1.3504;-1.0362;-1.9222;-0.4945;0.6236;-0.1359;3071.0;-10.04;-30.08;-43.54;141.56;-15.16;5.39;2.0;990.74;21.015;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;711;2017-04-10 18:23:43:166
0.2801;-0.0018;8.9702;0.119;0.7656;9.776;-0.1937;-2.175;-2.3022;-0.5829;0.1507;-0.6877;3434.0;-9.79;-30.3;-43.54;141.56;-15.16;5.39;2.0;990.74;21.172;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;811;2017-04-10 18:23:43:266
0.1461;-0.8217;11.568;-0.0757;1.3883;9.7076;0.6725;-1.4929;-0.9901;-0.568;-0.0539;-0.0933;3434.0;-9.79;-30.3;-43.54;141.56;-15.16;5.39;2.0;990.76;21.172;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;911;2017-04-10 18:23:43:366
1.1324;-0.8822;11.1492;-0.3399;1.6853;9.6548;0.9717;-1.4003;1.6402;-0.2111;-0.3809;-0.0635;3702.0;-6.62;-28.65;-44.26;149.18;-6.12;9.98;2.0;990.76;21.172;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1011;2017-04-10 18:23:43:466
0.1841;-0.3047;13.5902;-0.1268;-0.192;9.804;0.2296;0.3241;4.1293;-0.2111;-0.3809;-0.0635;3702.0;-6.62;-28.65;-44.26;149.18;-6.12;9.98;2.0;990.79;20.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1111;2017-04-10 18:23:43:566
-0.5314;1.5601;8.5319;-0.0823;-0.9211;9.7629;0.003;1.7073;-1.4087;0.8147;-0.7069;0.1986;3702.0;-3.68;-26.67;-45.78;153.07;-6.71;8.76;2.0;990.76;20.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1212;2017-04-10 18:23:43:667
-0.6814;1.2934;8.727;-0.2964;-0.8789;9.7627;0.003;1.7073;-1.4087;-0.2974;-0.2765;-0.4438;3609.0;-3.68;-26.67;-45.78;153.07;-6.71;8.76;2.0;990.76;20.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1311;2017-04-10 18:23:43:766
1.5498;-2.2188;4.5219;0.2391;-0.6273;9.7836;-0.6384;2.2635;-1.007;0.7039;0.0484;0.4596;3609.0;-3.73;-26.18;-45.79;155.56;-10.49;4.82;2.0;990.73;20.69;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1411;2017-04-10 18:23:43:866
1.2939;-2.0248;6.8318;0.2391;-0.6273;9.7836;1.6876;-1.2146;-3.2408;-0.013;-0.1636;0.2625;3381.0;-3.73;-26.18;-45.79;155.56;-10.49;4.82;2.0;990.73;21.006;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1510;2017-04-10 18:23:43:965
-0.2977;-1.4192;10.3951;0.2478;-0.635;9.7829;0.6333;-1.1177;-0.4548;0.0584;-0.9796;-0.1743;3381.0;-6.41;-28.54;-44.36;151.13;-14.47;4.6;2.0;990.76;21.006;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1610;2017-04-10 18:23:44:065
-3.3743;-1.4634;14.1465;-0.6882;-0.1006;9.782;-1.6287;-0.8876;4.1294;0.0584;-0.9796;-0.1743;3381.0;-6.41;-28.54;-44.36;151.13;-14.47;4.6;2.0;990.76;21.006;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1711;2017-04-10 18:23:44:166
-3.0633;0.5807;10.3528;-0.2607;0.0961;9.8027;-1.9282;0.0717;-1.2001;0.0254;-0.0613;-0.5993;3381.0;-8.78;-29.5;-43.19;154.07;-13.01;0.69;2.0;990.74;21.229;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1811;2017-04-10 18:23:44:266
-1.7925;-0.3497;7.5239;-0.507;-0.0873;9.7931;-1.9282;0.0717;-1.2001;0.1255;-0.3372;-0.1359;3381.0;-8.78;-29.5;-43.19;154.07;-13.01;0.69;2.0;990.74;21.229;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;1912;2017-04-10 18:23:44:367
-0.5896;-1.9599;6.2005;0.0901;0.099;9.8057;-1.2336;-0.3558;-2.3272;-0.0354;0.1773;-0.0038;3290.0;-10.43;-29.02;-42.74;156.66;-12.15;-2.26;2.0;990.75;21.229;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2011;2017-04-10 18:23:44:466
0.4656;-0.516;9.49;0.0901;0.099;9.8057;-0.2938;-2.0289;-2.6186;-0.1557;-0.039;-0.1796;3290.0;-10.43;-29.02;-42.74;156.66;-12.15;-2.26;2.0;990.75;22.326;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2110;2017-04-10 18:23:44:565
1.0845;-0.4457;12.245;0.123;0.2639;9.8023;0.443;-1.4677;1.1958;0.02;0.1187;-0.0155;3290.0;-11.14;-28.41;-43.39;151.89;-11.02;-0.97;2.0;990.76;22.326;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2210;2017-04-10 18:23:44:665
-0.8867;-0.2142;15.9586;0.1832;0.0555;9.8048;-0.6565;0.743;6.4092;0.02;0.1187;-0.0155;3380.0;-11.14;-28.41;-43.39;151.89;-11.02;-0.97;2.0;990.76;22.326;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2311;2017-04-10 18:23:44:766
-0.1865;0.3052;8.0123;0.0709;-0.8066;9.7732;-0.5018;3.2635;2.1173;0.8925;-0.284;-0.0102;3380.0;-10.11;-28.47;-43.86;151.84;-11.24;0.15;2.0;990.76;24.871;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2411;2017-04-10 18:23:44:866
-0.1227;0.5122;6.0205;0.1095;-1.1948;9.733;-0.2586;1.1744;-3.9015;0.3332;-0.3639;-0.5013;3201.0;-10.11;-28.47;-43.86;151.84;-11.24;0.15;2.0;990.75;24.871;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2510;2017-04-10 18:23:44:965
2.3557;-1.4802;5.8265;0.3376;-0.2662;9.7972;-0.2586;1.1744;-3.9015;0.3087;-0.0155;-0.2052;3201.0;-10.35;-29.92;-43.09;152.67;-17.69;-2.72;2.0;990.75;24.871;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2611;2017-04-10 18:23:45:066
0.7236;-0.8838;9.8213;0.4439;-0.0687;9.7964;2.3259;-1.2776;-3.6254;-0.3752;0.0825;-0.3234;3201.0;-10.35;-29.92;-43.09;152.67;-17.69;-2.72;2.0;990.74;24.871;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2711;2017-04-10 18:23:45:166
0.7507;-0.3788;11.2595;0.4439;-0.0687;9.7964;0.6473;0.1332;1.1746;-0.0939;-0.0177;0.0516;3201.0;-10.36;-32.59;-41.02;151.28;-19.23;-0.47;2.0;990.74;24.296;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2811;2017-04-10 18:23:45:266
-3.2974;2.1563;16.5762;-0.0524;0.145;9.8054;-2.9189;2.7482;6.7569;1.0192;0.4106;-0.2179;3201.0;-10.36;-32.59;-41.02;151.28;-19.23;-0.47;2.0;990.76;24.296;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;2911;2017-04-10 18:23:45:366
-2.7707;-1.0381;8.6109;0.4449;-0.0782;9.7962;-3.6474;0.1147;-0.3849;1.0192;0.4106;-0.2179;3266.0;-9.96;-34.48;-39.13;148.16;-20.86;1.73;2.0;990.76;24.296;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3011;2017-04-10 18:23:45:466
0.8246;0.9873;7.0035;0.1589;0.3689;9.7984;0.5289;0.3266;-3.0279;-0.4135;0.205;-0.6142;3266.0;-8.09;-35.28;-38.37;148.16;-20.86;1.73;2.0;990.75;23.503;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3110;2017-04-10 18:23:45:565
0.048;-1.8348;6.7431;0.3184;0.0409;9.8014;0.5289;0.3266;-3.0279;0.3588;-0.1327;-0.0859;3266.0;-6.79;-35.99;-38.05;154.54;-21.63;3.57;2.0;990.74;23.503;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3211;2017-04-10 18:23:45:666
0.6332;-0.8214;10.2586;-0.1816;-0.2877;9.8007;0.9826;-1.6085;-2.4211;0.1511;-0.5119;-0.252;3266.0;-6.79;-35.99;-38.05;154.54;-21.63;3.57;2.0;990.74;23.503;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3310;2017-04-10 18:23:45:765
-0.5575;-1.7459;13.8542;-0.1816;-0.2877;9.8007;-0.0682;-1.191;2.7438;-0.2037;-0.4246;0.0846;3161.0;-5.61;-36.61;-37.6;159.9;-22.69;1.75;2.0;990.76;26.969;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3410;2017-04-10 18:23:45:865
-1.3023;5.0878;16.4572;-0.6553;-0.0113;9.7847;-0.9229;0.6895;5.079;0.8765;-0.0901;0.2635;3161.0;-5.61;-36.61;-37.6;159.9;-22.69;1.75;2.0;990.76;26.969;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3510;2017-04-10 18:23:45:965
-2.097;0.4819;9.4133;-0.7037;-0.5789;9.7642;-0.9591;0.7109;-0.8218;0.8765;-0.0901;0.2635;3161.0;-5.88;-37.75;-36.89;169.54;-24.36;-3.77;2.0;990.76;26.969;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3610;2017-04-10 18:23:46:065
2.197;0.3427;5.4553;0.6477;0.1361;9.7843;1.6262;-0.1109;-4.1677;0.0158;0.6929;-0.4118;3086.0;-5.88;-37.75;-36.89;169.54;-24.36;-3.77;2.0;990.76;23.271;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3712;2017-04-10 18:23:46:167
1.6291;-2.2211;6.5582;0.1111;-0.0682;9.8058;1.6262;-0.1109;-4.1677;0.0786;0.1006;0.222;3086.0;-6.59;-38.39;-35.76;159.9;-24.2;0.47;2.0;990.74;23.271;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3810;2017-04-10 18:23:46:265
1.0682;-0.7958;10.0433;-0.0599;0.1284;9.8056;1.2115;-0.9342;-0.3841;-0.1664;-0.072;0.0995;3086.0;-6.59;-38.39;-35.76;159.9;-24.2;0.47;2.0;990.74;23.271;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;3910;2017-04-10 18:23:46:365
-0.4882;-0.3643;11.709;-0.0599;0.1284;9.8056;-0.4597;-0.2621;2.4636;-0.7811;-0.3031;-0.2286;3086.0;-6.4;-39.1;-35.21;164.12;-23.38;0.39;2.0;990.74;23.271;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4010;2017-04-10 18:23:46:465
-0.235;-0.5253;6.6496;-0.2623;0.5324;9.7887;-1.6998;2.398;5.3338;0.1447;0.0335;-0.1668;3238.0;-5.87;-39.06;-36.34;166.54;-19.96;-0.27;2.0;990.74;23.341;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4111;2017-04-10 18:23:46:566
0.574;-0.9037;5.6789;0.099;-0.0388;9.8061;-0.5216;-0.3723;-2.4522;0.085;0.0452;-0.0081;3238.0;-5.87;-39.06;-36.34;166.54;-19.96;-0.27;2.0;990.75;23.341;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4212;2017-04-10 18:23:46:667
0.6845;-2.6072;6.9077;0.1769;-0.0107;9.805;0.4622;-1.766;-3.7875;0.085;0.0452;-0.0081;3238.0;-5.7;-38.65;-36.9;164.71;-20.26;0.78;2.0;990.73;23.341;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4310;2017-04-10 18:23:46:765
0.2746;-0.4823;11.744;0.0452;0.0716;9.8063;0.3983;-0.564;2.1016;-0.1494;0.0473;-0.0901;3238.0;-5.55;-38.0;-37.6;163.46;-19.93;1.17;2.0;990.73;27.432;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4414;2017-04-10 18:23:46:869
-0.9727;-0.3036;13.9358;0.1574;0.1423;9.8044;0.3983;-0.564;2.1016;-0.0237;0.2593;0.0239;3238.0;-5.55;-38.0;-37.6;163.46;-19.93;1.17;2.0;990.75;27.432;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4511;2017-04-10 18:23:46:966
0.312;4.1427;14.5409;-0.1858;-0.0121;9.8049;-0.301;-0.2032;3.338;-0.2367;-0.3639;-0.0965;3378.0;-5.68;-38.08;-38.22;162.05;-19.39;2.36;2.0;990.75;27.432;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4610;2017-04-10 18:23:47:065
-1.5789;-0.2932;8.2523;-0.1858;-0.0121;9.8049;0.7032;3.5379;3.1889;-0.0556;-0.4544;0.189;3378.0;-5.68;-38.08;-38.22;162.05;-19.39;2.36;2.0;990.74;22.609;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4710;2017-04-10 18:23:47:165
1.1845;-0.3949;4.6917;-0.4644;-0.238;9.7928;0.251;1.4863;-1.7304;0.1958;0.4063;0.451;3378.0;-5.6;-37.98;-38.51;166.43;-19.85;-0.84;2.0;990.74;22.609;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4810;2017-04-10 18:23:47:265
2.0379;-2.0871;6.3285;0.2773;-0.2107;9.8005;1.6193;-1.5624;-3.5683;0.1958;0.4063;0.451;3282.0;-5.6;-37.98;-38.51;166.43;-19.85;-0.84;2.0;990.72;22.609;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;4910;2017-04-10 18:23:47:365
0.6808;0.9312;12.3509;-0.1419;0.2586;9.8022;0.508;0.3588;2.8225;-0.4434;-0.1625;0.1613;3282.0;-6.45;-37.83;-38.87;163.25;-21.42;0.54;2.0;990.72;22.639;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5011;2017-04-10 18:23:47:466
-0.9479;-0.4099;12.3321;0.0235;0.5798;9.7895;0.508;0.3588;2.8225;-0.1366;0.2487;0.1751;3282.0;-6.45;-37.83;-38.87;163.25;-21.42;0.54;2.0;990.74;22.639;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5110;2017-04-10 18:23:47:565
-1.7818;5.0578;13.8878;0.1516;-0.5606;9.7894;-0.2183;-0.5047;3.4267;0.8573;0.0953;-0.2446;3418.0;-6.96;-36.67;-39.01;160.5;-18.21;1.7;2.0;990.74;22.639;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5210;2017-04-10 18:23:47:665
-0.7819;-1.4785;6.2362;0.3536;-0.5515;9.7847;-2.3171;0.7167;-1.5314;-0.1653;0.2124;-0.5258;3418.0;-7.04;-36.32;-38.85;160.5;-18.21;1.7;2.0;990.72;22.639;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5310;2017-04-10 18:23:47:765
0.4846;-0.4761;6.3065;0.3536;-0.5515;9.7847;0.4353;0.5477;-3.2476;0.3939;0.0196;0.1538;3265.0;-6.5;-36.63;-38.35;156.66;-21.93;2.64;2.0;990.72;21.055;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5410;2017-04-10 18:23:47:865
0.8457;-2.4272;7.3966;0.1584;-0.2538;9.8021;0.8239;-2.0706;-2.0562;-0.2804;-0.0571;-0.1434;3265.0;-6.5;-36.63;-38.35;156.66;-21.93;2.64;2.0;990.72;21.055;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5510;2017-04-10 18:23:47:965
0.7271;-0.5775;12.6599;-0.0433;0.314;9.8015;0.9625;-1.6091;1.0744;-0.2804;-0.0571;-0.1434;3265.0;-5.68;-37.03;-37.37;157.66;-23.66;2.93;2.0;990.75;21.055;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5611;2017-04-10 18:23:48:066
-0.1544;0.3582;14.1583;0.1283;0.3556;9.7994;-0.8381;1.3082;4.6692;0.2523;0.4127;0.4638;3265.0;-5.68;-37.03;-37.37;157.66;-23.66;2.93;2.0;990.75;22.178;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5711;2017-04-10 18:23:48:166
0.5915;0.3587;8.1019;-0.1053;-0.4314;9.7966;-0.8381;1.3082;4.6692;0.7157;-0.2137;0.2625;3307.0;-4.59;-38.09;-36.52;159.85;-22.02;4.53;2.0;990.73;22.178;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5811;2017-04-10 18:23:48:266
-0.1175;1.7874;6.5314;-0.1773;0.0932;9.8046;-0.9248;0.0913;-2.4059;-0.4934;0.1038;-0.3064;3307.0;-4.59;-38.09;-36.52;159.85;-22.02;4.53;2.0;990.73;22.178;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;5911;2017-04-10 18:23:48:366
1.4601;-0.9458;5.2158;-0.1773;0.0932;9.8046;1.2364;0.0688;-3.6517;0.0893;-0.1327;0.3775;3307.0;-3.93;-38.28;-36.43;164.39;-21.15;3.69;2.0;990.72;22.179;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6011;2017-04-10 18:23:48:466
0.2975;-0.7144;11.2357;-0.2272;-0.208;9.8018;1.0086;-0.1605;2.121;-0.1888;0.3658;-0.0081;3307.0;-3.93;-38.28;-36.43;164.39;-21.15;3.69;2.0;990.72;22.179;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6111;2017-04-10 18:23:48:566
0.6178;0.3387;13.4823;-0.1308;0.0696;9.8055;0.8053;-0.0956;2.8709;-0.1888;0.3658;-0.0081;3307.0;-3.84;-37.92;-36.85;165.32;-20.55;3.02;2.0;990.72;22.179;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6211;2017-04-10 18:23:48:666
-2.0196;3.6192;16.3956;0.192;0.2251;9.8022;-2.1019;3.081;3.94;-0.4753;0.1475;-0.1242;3307.0;-3.84;-37.92;-36.85;165.32;-20.55;3.02;2.0;990.76;21.308;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6310;2017-04-10 18:23:48:765
-2.1924;-0.8821;8.7637;0.2652;-0.4431;9.793;-2.1019;3.081;3.94;0.5441;0.0942;0.0388;3341.0;-3.89;-37.03;-37.49;163.03;-19.55;4.52;2.0;990.76;21.308;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6410;2017-04-10 18:23:48:865
0.8484;-0.1752;6.1006;0.4422;-0.4488;9.7864;-0.6649;-0.46;-3.6009;0.0435;0.0505;-0.2116;3341.0;-3.89;-37.03;-37.49;163.03;-19.55;4.52;2.0;990.74;21.308;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6510;2017-04-10 18:23:48:965
0.2619;-2.8415;6.4203;0.4422;-0.4488;9.7864;-0.1692;-1.8444;-3.2169;0.0424;-0.0326;-0.1753;3273.0;-3.5;-37.23;-37.85;157.35;-22.81;6.38;2.0;990.74;21.308;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6611;2017-04-10 18:23:49:066
0.4694;-0.7698;11.5005;0.0239;-0.163;9.8053;0.4925;-1.8455;-0.5867;-0.3081;0.1762;0.0878;3273.0;-3.5;-37.23;-37.85;157.35;-22.81;6.38;2.0;990.75;20.959;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6711;2017-04-10 18:23:49:166
0.288;-0.9895;13.9329;0.0672;-6.0E-4;9.8064;0.0847;-0.6868;3.9687;-0.3081;0.1762;0.0878;3273.0;-1.94;-37.92;-37.2;162.99;-22.96;6.77;2.0;990.75;20.959;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6811;2017-04-10 18:23:49:266
-1.5196;0.3213;7.9372;-0.1799;-0.2904;9.8007;0.3506;2.0407;-0.2054;-0.0204;-0.4267;-0.0805;3222.0;-1.94;-37.92;-37.2;162.99;-22.96;6.77;2.0;990.73;20.959;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;6910;2017-04-10 18:23:49:365
0.8381;-0.2211;6.0547;-0.1505;0.0872;9.8051;0.8269;0.8357;-3.5161;-0.356;-0.3468;-0.1839;3222.0;-1.31;-38.43;-36.5;167.59;-24.27;5.12;2.0;990.73;20.585;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7011;2017-04-10 18:23:49:466
0.8381;-0.2211;6.0547;-0.1255;-0.094;9.8054;0.8269;0.8357;-3.5161;0.28;-0.0304;0.3839;3222.0;-1.31;-38.43;-36.5;167.59;-24.27;5.12;2.0;990.73;20.585;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7111;2017-04-10 18:23:49:566
-0.0309;0.8674;12.6371;-0.2322;0.2149;9.8015;1.1141;-1.2887;-3.6303;-0.3283;-0.3862;-0.0667;3135.0;-2.17;-38.68;-36.0;167.29;-24.65;4.2;2.0;990.73;20.585;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7210;2017-04-10 18:23:49:665
-4.0939;1.0147;14.8014;-0.2322;0.2149;9.8015;0.7581;-0.167;2.0091;-0.209;0.3328;0.1421;3135.0;-3.07;-38.62;-36.07;167.29;-24.65;4.2;2.0;990.73;20.764;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7310;2017-04-10 18:23:49:765
-1.4055;2.6971;9.6253;-0.2333;0.7528;9.7749;-2.8494;0.8336;5.3277;1.0938;0.6236;0.0782;3258.0;-4.05;-38.24;-36.65;164.41;-20.05;3.82;2.0;990.72;20.764;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7410;2017-04-10 18:23:49:865
0.6787;-0.8822;4.3878;0.3979;-0.3991;9.7904;-1.7577;-0.8651;-3.9081;1.0938;0.6236;0.0782;3258.0;-4.05;-38.24;-36.65;164.41;-20.05;3.82;2.0;990.72;20.764;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7511;2017-04-10 18:23:49:966
0.8787;-1.0839;6.2408;-0.0147;0.069;9.8064;0.7818;-0.82;-3.3259;-0.3027;-0.1029;-0.3745;3121.0;-3.6;-37.89;-37.2;160.01;-22.91;5.57;2.0;990.71;19.836;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7611;2017-04-10 18:23:50:066
-0.1692;-1.8379;9.7779;-0.1405;-0.0039;9.8056;0.7818;-0.82;-3.3259;-0.0141;-0.1785;0.0239;3121.0;-3.6;-37.89;-37.2;160.01;-22.91;5.57;2.0;990.71;19.836;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7710;2017-04-10 18:23:50:165
0.872;-0.1123;12.7438;-0.0313;0.2489;9.8034;0.5998;-1.9183;-1.866;-0.258;0.1187;-0.0837;3121.0;-2.94;-37.71;-37.66;163.44;-22.65;4.72;2.0;990.71;19.836;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7811;2017-04-10 18:23:50:266
0.5063;-0.878;12.1486;-0.0313;0.2489;9.8034;-0.2007;0.1314;4.3604;0.0957;0.4617;0.304;3266.0;-2.94;-37.71;-37.66;163.44;-22.65;4.72;2.0;990.71;19.836;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;7911;2017-04-10 18:23:50:366
0.0793;1.7116;11.0029;0.0101;0.1232;9.8059;0.2389;2.7372;3.4975;0.4451;-0.2968;0.1975;3266.0;-1.93;-38.03;-37.2;166.36;-21.98;5.01;2.0;990.72;20.113;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8011;2017-04-10 18:23:50:466
0.1473;1.5691;7.5896;-0.2989;-0.3859;9.7945;0.3499;1.608;-2.6237;0.4451;-0.2968;0.1975;3205.0;-1.93;-38.03;-37.2;166.36;-21.98;5.01;2.0;990.72;20.113;42.3177;-83.23046;500.0;NaN;;0.0;19.35484;;15 / 20;8111;2017-04-10 18:23:50:566
